name,frequency,place_type,place_category
Chèzeneuve,1,populated place,populated place
Chieragella,1,peak,elevation
Chilly-Mazarin,1,populated place,populated place
Chiuni,1,river,stream
Chocques,1,populated place,populated place
Chubéguez Vihan,1,rocks,elevation
Chubéguez Vraz,1,point,convex shoreline
Chuignes,1,populated place,populated place
Chuzelles,1,populated place,populated place
Ciez,1,populated place,populated place
Cigné,1,populated place,populated place
Cima a u Spazzolu,1,peak,elevation
Cima alle Forchie,1,hill,elevation
Cima di a Campana,1,hill,elevation
Cima di Guaita,1,mountain,elevation
Cima Gazele,1,peak,elevation
Cima Piagu,1,peak,elevation
Cimante,1,river,stream
Cime de Bard,1,peak,elevation
Cime de Caron,1,peak,elevation
Cime de Chabrières,1,peak,elevation
Cime de Coss,1,peak,elevation
Cime de la Bonette,1,mountain,elevation
Cime de la Condamine,1,peak,elevation
Cime de Marte,1,mountain,elevation
Cime de Rastel,1,peak,elevation
Cime de Tuor,1,peak,elevation
Cime des Vallières,1,peak,elevation
Cime du Clot de Raut,1,peak,elevation
Cime du Content,1,peak,elevation
Cime du Gros Têt,1,peak,elevation
Cime Négra,1,peak,elevation
Cinq Fonts,1,populated place,populated place
Cinquin,1,populated place,populated place
Ciran,1,populated place,populated place
Cirières,1,populated place,populated place
Cité-des-Pins,1,populated place,populated place
Clarens,1,populated place,populated place
Clefmont,1,populated place,populated place
Clignon,1,river,stream
Cloyes,2,populated place,populated place
Cluis,1,populated place,populated place
Coatviller,1,populated place,populated place
Coeuvatte,1,river,stream
Col Boaira,1,pass,depression
Col d’Albitrino,1,pass,depression
Col d’Arieta,1,pass,depression
Col d’Arpison,1,pass,depression
Col d’Arronde,1,pass,depression
Col d’Astate,1,pass,depression
Col d’el Tourn,1,pass,depression
Col d’Etiache,1,pass,depression
Col d’Ispeguy,1,pass,depression
Col de Babaou,1,pass,depression
Col de Barreges,1,pass,depression
Col de Battaglia,1,pass,depression
Col de Bottaggio,1,pass,depression
Col de Bourbière,1,pass,depression
Col de Bramenette,1,pass,depression
Col de Brouis,1,pass,depression
