name,frequency,place_type,place_category
Aabol,1,populated place,populated place
Aalen,2,populated place,populated place
Aamelfot,1,populated place,populated place
Aana-Sira,1,populated place,populated place
Aarheim,1,populated place,populated place
Aaros,1,populated place,populated place
Aaveno,1,island,island
Aavik,1,populated place,populated place
Åbakken,1,populated place,populated place
Abbedisso,1,populated place,populated place
Abborvassfjellan,1,hill,elevation
Aboelva,1,river,stream
Åborden,1,point,convex shoreline
Ædlands Vand,1,lake,basin
Æfjord,1,fjord,concave shoreline
Agaaen,1,river,stream
Agjutvatn,1,lake,basin
Agle,1,populated place,populated place
Ågotnes,1,populated place,populated place
Áhkárjávrrit,1,lakes,basin
Áhkášgeailu,1,point,convex shoreline
Ai’legasjavrit,1,lake,basin
Ajvasvuobme,1,valley,depression
Åklangberget,1,populated place,populated place
Akse,1,populated place,populated place
Åla,1,populated place,populated place
Aldra,1,populated place,populated place
Ålebråten,1,populated place,populated place
Ålefjær,1,populated place,populated place
Alflesa,1,island,island
Allegaren,1,island,island
Alnaåsen,1,ridge,elevated area
Alsvaag,1,populated place,populated place
Ålvorsneset,1,point,convex shoreline
Alvøy,1,populated place,populated place
Ambjørnrød,1,populated place,populated place
Amö,1,island,island
Åmotvarpet,1,inlet,basin
Åndalsnes,1,populated place,populated place
Anderstaren,1,rocks,elevation
Andestadvatnet,1,lake,basin
Andgaard,1,populated place,populated place
Andraa,1,populated place,populated place
Andsnes,4,populated place,populated place
Andtjenn,2,pond,basin
Angen,1,populated place,populated place
Angermoen,1,populated place,populated place
Angogrunnen,1,bank,underwater elevation
Anjavatnet,1,lake,basin
Ankersvågen,1,cove,concave shoreline
Annisrød,1,populated place,populated place
Anntveit,1,populated place,populated place
Ansnes,3,populated place,populated place
Ansteinggrunn,1,shoal,underwater elevation
Ånsvikvatnet,1,lake,basin
Apiko,1,hill,elevation
Arnes,1,populated place,populated place
Arnestadbukta,1,bay,concave shoreline
Arnöen,1,island,island
Árres,1,populated place,populated place
Arset,1,populated place,populated place
Årvåg,1,populated place,populated place
Åsætvatnet,1,lake,basin
Asakhagen,1,populated place,populated place
Åsalien,1,populated place,populated place
Asdal,1,populated place,populated place
Asdalsstranda,2,beach,shoreline
Åsen,9,hill,elevation
Åseral,1,populated place,populated place
Asheim,1,populated place,populated place
Askasjavrek,1,lakes,basin
Askedalen,2,populated place,populated place
Askeklova,1,valley,depression
Askenstrykene,1,river,stream
Askeröen,1,island,island
Askeviktjenn,1,pond,basin
Askilsåsen,1,hill,elevation
Askroven,1,populated place,populated place
Askvåg,1,populated place,populated place
Asland,1,populated place,populated place
Åslandsnuten,1,hill,elevation
Åsli,2,populated place,populated place
Åslia,2,populated place,populated place
Åslund,1,populated place,populated place
Aspenes,2,populated place,populated place
Aspond,1,island,island
Åsseterdalen,1,valley,depression
Åsskardfjord,1,fjord,concave shoreline
Åstjennet,1,pond,basin
Auklend,1,populated place,populated place
Auli,2,populated place,populated place
Aulifeltet,1,populated place,populated place
Aulihøgda,1,hill,elevation
Auma,1,populated place,populated place
Aure,2,populated place,populated place
Aurkytemeiteriet,1,marsh,marsh
Aursfjordbotn,1,populated place,populated place
Aursfjordgården,1,populated place,populated place
Aurskog Varde,1,hill,elevation
Ausa,1,islands,island
Ausnes,1,populated place,populated place
Austerbygden,1,populated place,populated place
Austerøya,1,populated place,populated place
Austre Imsen,1,island,island
Austre Kanstad,1,populated place,populated place
Austre Vinnesvågen,1,cove,concave shoreline
Austvågen,1,cove,concave shoreline
Austvatn,1,lake,basin
Austvatnåa,1,river,stream
Avačuotto,1,island,island
Åvella,1,river,stream
Avhogget,1,hill,elevation
Baasfjordfjeldet,1,mountain,elevation
Badderen,1,populated place,populated place
Bagåsen,1,hill,elevation
Bågnelv,1,river,stream
Bakdalen,1,valley,depression
Báktevársavu,2,river,stream
Båkto,1,cove,concave shoreline
Bálák,1,populated place,populated place
