name,place_category,frequency
Aabol,populated place,1
Aadal,populated place,1
Aadalen,populated place,1
Aalen,populated place,2
Aamelfot,populated place,1
Aana Sira,populated place,1
Aarheim,populated place,1
Aaros,populated place,1
Aaveno,island,1
Aavik,populated place,1
Abbedisso,populated place,1
Abborvassfjellan,elevation,1
Aboelva,stream,1
Agaaen,stream,1
Agjutvatn,basin,1
Agle,populated place,1
Ai’legasjavrit,basin,1
Ajvasvuobme,depression,1
Akervatn,basin,1
Akkaøy,island,1
Akse,populated place,1
Ala,elevation,1
Aldra,populated place,1
Alflesa,island,1
Allegaren,island,1
Alna,populated place,1
Alnaåsen,elevated area,1
Alsvaag,populated place,1
Altafjorden,concave shoreline,1
Alvøy,populated place,1
Ambjørnrød,populated place,1
Amö,island,1
Anderstaren,elevation,1
Andestadvatnet,basin,1
Andgaard,populated place,1
Andraa,populated place,1
Andsnes,populated place,4
Andtjenn,basin,2
Angen,populated place,1
Angermoen,populated place,1
Angogrunnen,underwater elevation,1
Anjavatnet,basin,1
Ankersvågen,concave shoreline,1
Annisrød,populated place,1
Anntveit,populated place,1
Ansnes,populated place,3
Ansteinggrunn,underwater elevation,1
Apiko,elevation,1
Arnes,populated place,1
Arnestadbukta,concave shoreline,1
Arnöen,island,1
Arnöen,populated place,1
Arset,populated place,1
Asakhagen,populated place,1
Asdal,populated place,1
Asdalsstranda,shoreline,2
Asheim,populated place,1
Askasjavrek,basin,1
Askedalen,populated place,2
Askeklova,depression,1
Askenstrykene,stream,1
Askeröen,island,1
Askeviktjenn,basin,1
Askilsåsen,elevation,1
Askroven,populated place,1
Askvåg,populated place,1
Asland,populated place,1
Aspenes,populated place,2
Aspond,island,1
Auklend,populated place,1
Auli,populated place,2
Aulifeltet,populated place,1
Aulihøgda,elevation,1
Auma,populated place,1
Aure,populated place,2
Aurkytemeiteriet,marsh,1
Aursfjordbotn,populated place,1
Aursfjordgården,populated place,1
Aurskog Varde,elevation,1
Ausa,island,1
Ausnes,populated place,1
Austerbygden,populated place,1
Austerøya,populated place,1
Austre Imsen,island,1
Austre Kanstad,populated place,1
Austre Vinnesvågen,concave shoreline,1
Austvatn,basin,1
Austvatnåa,stream,1
Austvågen,concave shoreline,1
Avačuotto,island,1
Avhogget,elevation,1
Baasfjordfjeldet,elevation,1
Badderen,populated place,1
Bagåsen,elevation,1
Bakdalen,depression,1
Ballset,populated place,1
Ballstad,populated place,2
Bamleåsen,elevation,1
Bannasgamvatn,basin,1
Bardåsen,elevated area,1
Barkevik,shoreline,1
Barö,island,1
Bastianskolten,underwater elevation,1
Bealččagohppi,concave shoreline,1
Begndalen,populated place,1
Beinleivatnet,basin,1
Beitestøl,populated place,1
Bekkeleiken,elevation,1
Bekkestua,populated place,1
Bekkos,populated place,1
Bellandsvatnet,basin,1
Belsvik,populated place,1
Bendosen,populated place,1
Benelvdalen,depression,1
Benterud,populated place,1
Berdalsfjell,elevation,1
Bergan,elevation,2
Bergandammen,basin,1
Bergane,populated place,1
Berganelva,stream,1
Bergeheii,elevation,1
Berger,populated place,10
Bergersumpa,basin,1
Bergerudvangen,populated place,1
Bergkrystallen,populated place,1
Bergo,populated place,1
Bergsnev,populated place,1
Bergstøl,populated place,1
Bergundhaugen,populated place,1
Beritsvatn,basin,1
Bermerud,populated place,1
Berrestad,populated place,1
Berutjørna,basin,1
Bessfjord,concave shoreline,1
Bielv,populated place,1
Bilbøn,populated place,1
Bilit,populated place,1
Billefjord,populated place,2
Billingstad,populated place,1
Bindelormhølet,marsh,1
Birkeland,populated place,3
Biskopshamn,concave shoreline,1
Bispedalskollen,depression,1
Bitdalen,depression,1
Biterud,populated place,1
Bjaa,basin,1
Bjelkarøy Buarøy,island,1
Bjelmelva,stream,1
Bjerga,populated place,1
Bjerkøybukta,basin,1
Bjerland,populated place,1
Bjertnessæterbekken,stream,1
Bjortjennåa,stream,1
Bjorvik,populated place,1
Bjælle,populated place,1
Björbækaasen,elevation,1
Björkelo,populated place,1
Björnvann,basin,1
Bjøllåvatn,basin,1
Bjønnevann,basin,1
Bjønnøya,island,1
Bjørgi,populated place,1
Bjørgja,populated place,1
Bjørkholmgrunnen,elevation,1
Bjørlien,populated place,1
Bjørndalen,populated place,4
Bjørneklubben,convex shoreline,1
Bjørnesodden,convex shoreline,1
Bjørnestad,populated place,2
Bjørnesundet,strait,1
Bjørnhuebukta,concave shoreline,1
Bjørnkollen,elevation,1
Bjørnvatna,basin,1
Bjørnåa,populated place,1
Bjørvatnet,basin,1
Blaa Tjern,basin,1
Blakstad,populated place,1
Blankputten,basin,1
Bleikja,elevation,1
Bleikjene,island,1
Blekketjenn,basin,6
Blikshamn,populated place,1
Blåmannsbåen,underwater elevation,1
Blåseboen,elevation,1
Blænesøyi,island,1
Boazonjárga,convex shoreline,1
Boazovuotna,concave shoreline,1
Bogafjell,elevation,2
Bogebukten,concave shoreline,1
Bogefjell,elevation,1
Bogen,populated place,10
Boknafjallet,elevation,1
Boknhåvn,convex shoreline,1
Bolagen,basin,1
Bolholmen,island,1
Bomfallslua,underwater elevation,1
Bomstøgrunnen,underwater elevation,1
Bondefjellet,elevation,1
Bondivannet,basin,2
Bordvedavvatnet,basin,1
Bore,populated place,1
Borgen,island,1
