place_category,beginning
basin,Čer
elevation,Ple
elevation,Koz
elevation,Kop
elevation,Sla
elevation,Pod
elevation,Vel
elevation,Kon
elevation,Kal
elevation,Bab
elevation,Vrá
elevation,Tan
elevation,Bor
elevation,Var
elevation,Pra
elevation,Kně
elevation,Kun
elevation,Hŭr
elevation,Hol
elevation,Koč
elevation,Ost
elevation,Mal
elevation,Mil
elevation,Mak
elevation,Tře
elevation,Pol
elevation,Chv
elevation,Bez
elevation,Tra
elevation,Pan
elevation,Svat
elevation,Jedl
elevation,Vran
elevation,Krka
elevation,Smrč
elevation,Kamen
elevation,Kobyl
populated place,Rad
populated place,Lib
populated place,Slu
populated place,Bor
populated place,Pře
populated place,Mal
populated place,Hol
populated place,Čer
populated place,Hor
populated place,Nem
populated place,Bez
populated place,Kra
populated place,Lip
populated place,Bře
populated place,Kla
populated place,Vel
populated place,Tro
populated place,Vra
populated place,Chr
populated place,Pro
populated place,Chy
populated place,Vol
populated place,Sud
populated place,Her
populated place,Pří
populated place,Sed
populated place,Spá
populated place,Sta
populated place,Str
populated place,Pís
populated place,Kle
populated place,Nev
populated place,Lou
populated place,Mil
populated place,Cho
populated place,Něm
populated place,Týn
populated place,Vod
populated place,Dub
populated place,Boh
populated place,Bla
populated place,Sob
populated place,Podl
populated place,Hrad
populated place,Lomn
populated place,Skal
populated place,Doub
populated place,Rokyt
populated place,Třebo
populated place,Morav
populated place,Dvore
populated place,Chval
populated place,Kostel
populated place,Karlov
stream,Lib
stream,Mal
stream,Kře
stream,Stu
stream,Hra
stream,Olš
stream,Kat
stream,Lit
stream,Lub
stream,Hol
stream,Jev
stream,Ber
stream,Svi
stream,Sta
stream,Vlá
stream,Čer
stream,Lod
stream,Kla
stream,Hus
stream,Bře
stream,Trn
stream,Duna
stream,Ostr
stream,Chot
stream,Mora
stream,Zábr
stream,Osla
stream,Stro
stream,Stru
stream,Blat
stream,Tepl
stream,Třeb
stream,Byst
stream,Bobr
stream,Brad
stream,Bíli
stream,Rokyt
stream,Olešn
stream,Mohel
