name,industry
Kabashi Lulzim,NOT RELEVANT
Ing.Hofer Mobilien und Immobilien s,INDUSTRIALS
MB TECH BB s.r.o.,CONSUMER DISCRETIONARY
"LEONTEUS, s. r. o.",CONSUMER STAPLES
Blue River Group s. r. o.,INDUSTRIALS
Rudolf Ruza,CONSUMER STAPLES
"SEDASPORT, s.r.o.",INDUSTRIALS
LEXUM Slovakia s.r.o.,HEALTH CARE
"Gergel Dalibor, PhDr.",CONSUMER DISCRETIONARY
ASBIS SK spol. s r.o.,INFORMATION TECHNOLOGY
"PETROLTRANS, a.s.",INDUSTRIALS
Dr. Og s. r. o.,INDUSTRIALS
M&M Real Park s.r.o.,CONSUMER DISCRETIONARY
OVB Allfinanz Slovensko a. s.,FINANCIALS
ViaPharma SK s. r. o.,HEALTH CARE
Group Orabinec Lubomir,INDUSTRIALS
"Taper, spol. s r.o.",MATERIALS
"Eaglewings, s.r.o.",CONSUMER STAPLES
"EUROCOM Investment, s.r.o.",CONSUMER DISCRETIONARY
"STRECHY VG MONT, s. r. o.",REAL ESTATE
"EPF Group (europersonal), a. s.",CONSUMER DISCRETIONARY
"Tatry mountain resorts, a.s.",CONSUMER DISCRETIONARY
"Prno Anton, Ing.",INDUSTRIALS
Todos Bratislava s.r.o.,CONSUMER DISCRETIONARY
Teraz a.s.,INDUSTRIALS
DAREX SK s. r. o.,CONSUMER DISCRETIONARY
"KERGOL J.P., spol. s r.o.",INDUSTRIALS
"Svatek Ladislav, Ing.",NOT RELEVANT
"TRI VODY, s.r.o.",NOT RELEVANT
"SKS ESTATE, s.r.o.",FINANCIALS
PHARMAVIT spol. s r.o.,CONSUMER STAPLES
"Creo/Young & Rubicam, spol. s r.o.",CONSUMER DISCRETIONARY
"KB Paper, s.r.o.",INDUSTRIALS
"Chvostal Frantisek, Ing.",NOT RELEVANT
"Urbanova Alexandra, Mgr.",NOT RELEVANT
EKOLEKAREN ZL s. r .o.,NOT RELEVANT
AGROPODNIK SLAMOZ spol. s r.o.,NOT RELEVANT
"Antos Dusan, Ing.",NOT RELEVANT
Vdovjakova Eva,NOT RELEVANT
"Kochmanova Nadezda, RNDr.",NOT RELEVANT
"Austen Richard, Ing.",NOT RELEVANT
BIDCO TOWERCOM 3,CONSUMER DISCRETIONARY
HPC DOO BRCKO DISTRIKT BIH,INDUSTRIALS
KURTA spol. s r.o.,CONSUMER DISCRETIONARY
Aldeco s.r.o.,INDUSTRIALS
Group Hruskovicova Katarina,HEALTH CARE
"Motor-Car Trnava, s.r.o.",CONSUMER DISCRETIONARY
"VEREX-ELTO, a.s.",INDUSTRIALS
YVEX Slovakia s.r.o.,REAL ESTATE
KK Group Cooling Slovakia s. r. o.,CONSUMER DISCRETIONARY
Patient Management Services s. r. o,HEALTH CARE
"Virtual Medicine, s. r. o.",INDUSTRIALS
"Pascak Marek, Ing.",INFORMATION TECHNOLOGY
"AKORD, a.s.",REAL ESTATE
"BSTO DEVELOPMENT, s.r.o.",INDUSTRIALS
"ATAIR, s.r.o.",CONSUMER STAPLES
"Antik technology, s.r.o.",COMMUNICATIONS
POLNOHOSPODARSKE DRUZSTVO PODHORANY,CONSUMER STAPLES
"Zak Radoslav, Ing.",INDUSTRIALS
"Nagy Jaroslav, Ing.",INDUSTRIALS
Sofabrics s.r.o.,CONSUMER DISCRETIONARY
"Spravc. kanc. PROGRES, s.r.o.",CONSUMER DISCRETIONARY
"KVANT SHOW PRODUCTION, s.r.o.",INDUSTRIALS
"TITANS freelancers, s.r.o.",INFORMATION TECHNOLOGY
"DOFA, spol. s r.o.",INDUSTRIALS
Kuster - automobilova technika,CONSUMER DISCRETIONARY
"Asitas, s. r. o.",REAL ESTATE
"STEFE Martin, a.s.",UTILITIES
Mediclinic BA s. r. o.,INDUSTRIALS
"Vychodoslovenska distribucna, a.s.",UTILITIES
Riho Erik,INDUSTRIALS
Old Herold Hefe s.r.o.,CONSUMER STAPLES
BONFIGLIOLI SLOVAKIA S R O,INDUSTRIALS
ERFOLG s.r.o.,INDUSTRIALS
Talent Outsourcing,INDUSTRIALS
TIP travel a.s.,NOT RELEVANT
"ATAK, spol. s r.o.",INDUSTRIALS
PharmacyMax s.r.o.,CONSUMER STAPLES
Slovensky polovnicky zvaz,NOT RELEVANT
"BAUSKA, s. r. o.",INDUSTRIALS
"Juhas Ivan, Ing.",NOT RELEVANT
"HAUGG Cooling, s.r.o.",CONSUMER DISCRETIONARY
W A G PAYMENT SOLUTIONS SK S R O,INDUSTRIALS
"Dunstav D.S., s.r.o.",INDUSTRIALS
"TRICORP Development, s. r. o.",REAL ESTATE
IDEAMEDIA s.r.o.,COMMUNICATIONS
Federal Trade s. r. o.,INFORMATION TECHNOLOGY
"Kino Ivan, Ing.",HEALTH CARE
"Gbur Pavol, Ing.",INDUSTRIALS
MORTON EXPEDIT PLUS S.R.O.,CONSUMER DISCRETIONARY
Hu Xiaomei,CONSUMER DISCRETIONARY
"Energo commerce, s. r. o.",NOT RELEVANT
"GROTTO INVEST, s. r. o.",CONSUMER STAPLES
"ANDREA SHOP, s.r.o.",CONSUMER DISCRETIONARY
"Rolnicke druzstvo "" Vratno "", Hradi",CONSUMER STAPLES
"Slovakia Auto, s.r.o.",CONSUMER DISCRETIONARY
"G-WATCH, spol. s r.o.",CONSUMER DISCRETIONARY
"FULLM, spol. s r.o.",CONSUMER STAPLES
"ZRNKO, druzstvo",CONSUMER STAPLES
PONTOON s.r.o.,INDUSTRIALS
"TOKO Beckov, s. r. o.",CONSUMER DISCRETIONARY
Ringier Slovakia Communities s.r.o.,INDUSTRIALS
"NICHOLTRACKT, s.r.o.",CONSUMER DISCRETIONARY
CML CONSTRUCTION SERVICES s. r. o.,INDUSTRIALS
TOANDE SLOVAKIA s.r.o.,COMMUNICATIONS
Group Schill Alexander,HEALTH CARE
Zofare s.r.o.,HEALTH CARE
"DELIKATESO, s.r.o.",CONSUMER STAPLES
"BROVEDANI SLOVAKIA, s.r.o.",CONSUMER DISCRETIONARY
MENERT - Biotech s.r.o.,ENERGY
"ECS Slovensko, s. r. o.",CONSUMER DISCRETIONARY
"Filistein Roman, Mgr.",NOT RELEVANT
"Adamec Jan, Ing.",NOT RELEVANT
"Radio VIVA, a.s. v konkurze",NOT RELEVANT
"HORNONITRIANSKE BANE zamestnanecka,",ENERGY
Homola Martin,NOT RELEVANT
FRAIKIN SLOVAKIA s.r.o.,INDUSTRIALS
TAVI TRADE SPOL S R O,INDUSTRIALS
"FOOD POINT, s.r.o.",NOT RELEVANT
EnviroLab s.r.o.,HEALTH CARE
Group Valmin,INDUSTRIALS
Spolocenstvo Liscie nivy 10,REAL ESTATE
BTG HOLDING s. r. o.,INDUSTRIALS
"GAMOTA TRADING, s.r.o.",CONSUMER STAPLES
EUROTRUCKS SK s.r.o.,INDUSTRIALS
Rainbow Logistics s.r.o.,INDUSTRIALS
AGRO-LENT s.r.o.,CONSUMER STAPLES
Group Sillo Radovan,CONSUMER STAPLES
Tenisovy klub Zilina,COMMUNICATIONS
"AGRONOVA Liptov, s.r.o.",CONSUMER STAPLES
SILCOTEC EUROPE (SK) s.r.o.,INDUSTRIALS
"RIGHT POWER, a.s.",UTILITIES
"DITEC, a.s.",INFORMATION TECHNOLOGY
"Rezidencia Studnicky, a. s.",REAL ESTATE
"belem, s.r.o.",INDUSTRIALS
"LAGIPS, s.r.o.",INDUSTRIALS
Strbak Martin,CONSUMER DISCRETIONARY
"BK, a.s.",INDUSTRIALS
"Immocap, a.s.",REAL ESTATE
AGROFARMA - Sandor s.r.o.,CONSUMER STAPLES
"PM Planting, s.r.o.",CONSUMER STAPLES
1 DELIACE CENTRUM S R O,MATERIALS
"Hagara Lubomir, Mgr.",INDUSTRIALS
"GEVORKYAN, a.s.",MATERIALS
Led2 lighting s.r.o.,CONSUMER DISCRETIONARY
BDR Thermea Vranov s. r. o.,INDUSTRIALS
Tempus - Media s.r.o.,CONSUMER DISCRETIONARY
AGC Trencin s.r.o.,NOT RELEVANT
"HELICAR Slovakia, s. r. o.",INDUSTRIALS
Kaleta Heribert,NOT RELEVANT
Mediterran Slovakia s.r.o.,NOT RELEVANT
"ARRIVA Michalovce, a.s.",INDUSTRIALS
"Krampl Igor, Ing.",NOT RELEVANT
"Bulik Vladimir, Ing.",NOT RELEVANT
"EuDent, spol. s r.o.",HEALTH CARE
AAH PLASTICS s.r.o.,MATERIALS
SILVAN,CONSUMER DISCRETIONARY
"Skakala Marian, Ing.",INFORMATION TECHNOLOGY
"Orava servis, s. r. o.",CONSUMER DISCRETIONARY
STATOK s. r. o.,CONSUMER STAPLES
"AUTOLOGISTIK SLOVAKIA, spol. s r.o.",INDUSTRIALS
Minebea AccessSolution SK s.r.o.,CONSUMER DISCRETIONARY
"Iskierka nadeje SD, n.o.",HEALTH CARE
AGROFARMA,CONSUMER STAPLES
"4-one, s.r.o.",REAL ESTATE
"Csutora Norbert, Ing.",MATERIALS
Uniqa Group Service Center Svk,INDUSTRIALS
"Bezecny Peter, Ing.",COMMUNICATIONS
"Orange Slovensko, a.s.",COMMUNICATIONS
Kollarik?s a.s.,CONSUMER DISCRETIONARY
Zberne suroviny Zilina a.s.,INDUSTRIALS
"Fizel Emanuel, MUDr., MBA",HEALTH CARE
"Donau farm Samorin, s.r.o.",CONSUMER STAPLES
"Smolka Jozef, Ing.",REAL ESTATE
"Penta Hospitals SK, a. s.",HEALTH CARE
"ONLINESTAVBA, s.r.o.",CONSUMER DISCRETIONARY
BESTRENT s. r. o.,INDUSTRIALS
Sukr. gymn. FUTURUM,CONSUMER DISCRETIONARY
TEMPUS HR s.r.o.,CONSUMER DISCRETIONARY
"K & K EXPORT - IMPORT, s.r.o.",CONSUMER STAPLES
SVB J. ALEXYHO 1,CONSUMER DISCRETIONARY
"Centrum vyskumu a vyvoja, s. r. o.",INDUSTRIALS
"Socialny podnik Spisska Bela, s. r.",INDUSTRIALS
"OLIGO DVORY, spol. s r.o.",CONSUMER STAPLES
MANNET spol. s r.o.,INDUSTRIALS
SK SLOVAN facility services s.r.o.,CONSUMER DISCRETIONARY
"Vysoky Robert, Ing.",NOT RELEVANT
Leverage Systems s.r.o.,INFORMATION TECHNOLOGY
"Lekaren CENTRUM GA, s.r.o.",CONSUMER DISCRETIONARY
"Hornlein PD, k.s.",CONSUMER DISCRETIONARY
Dr.Max 205 s.r.o.,CONSUMER DISCRETIONARY
BTG Slovakia a.s.,INDUSTRIALS
"Insurance Service, s. r. o.",FINANCIALS
Cako Abdulbesir,NOT RELEVANT
"Lampert Vojtech, Ing.",NOT RELEVANT
"TSR Slovakia, s.r.o.",INDUSTRIALS
AGROAVAR druzstvo agropodnikatelov,CONSUMER STAPLES
Medzinarodny vysehradsky fond,NOT RELEVANT
"Anglictina Best Start, n.o.",CONSUMER DISCRETIONARY
"MFC Rent, s.r.o., organizacna zlozk",CONSUMER DISCRETIONARY
"mTrust, s. r. o.",INFORMATION TECHNOLOGY
ALAM s.r.o.,INDUSTRIALS
CSO Sirnik s. r. o.,INDUSTRIALS
"SlovZink, a.s.",CONSUMER DISCRETIONARY
"Talent Business Solutions, s.r.o.",INDUSTRIALS
SUBGROUP RAILTRANS KONS.  ,INDUSTRIALS
"G4S Security Systems (SK), s.r.o.",INDUSTRIALS
ILaS MARKET s.r.o.,CONSUMER STAPLES
GeWiS Slovakia s. r. o.,CONSUMER DISCRETIONARY
Slovenska zeleznicna dopravna spol.,INDUSTRIALS
"RONA, a.s.",CONSUMER DISCRETIONARY
"Murgac Martin, Mgr.",INFORMATION TECHNOLOGY
EMPIRE EUROPE s. r. o.,REAL ESTATE
HOPI SK s.r.o.,INDUSTRIALS
ARRIVA Slovakia a.s.,INDUSTRIALS
Dentinea s. r. o.,HEALTH CARE
Grosslingova,CONSUMER DISCRETIONARY
Dentsu Slovakia s. r. o.,COMMUNICATIONS
Eurofins Environment Testing Slovak,COMMUNICATIONS
GGES a.s.,INDUSTRIALS
"Andiamo Group, s.r.o.",INDUSTRIALS
EKOLOR s.r.o.,INDUSTRIALS
MPL TRADING spol. s r.o.,MATERIALS
"Lekaren OPTIMA KE, s.r.o.",CONSUMER DISCRETIONARY
Prysmian Kablo s.r.o.,INDUSTRIALS
Ing. Stefan Kurta SERVIS,CONSUMER DISCRETIONARY
"TEMA HUMENNE, A.S.",MATERIALS
Gartner Slovakia s.r.o.,INDUSTRIALS
KLIKA BP S R O,INDUSTRIALS
SVBaNP 52  Kpt. Nalepku c. 1056 MI,CONSUMER DISCRETIONARY
"K+R SPEKTRUM, s.r.o.",NOT RELEVANT
DAMON - TRADE s.r.o.,NOT RELEVANT
"RIBE Slovakia, k.s.",CONSUMER DISCRETIONARY
Hyundai kefico corporation,CONSUMER DISCRETIONARY
Nanoizol SK s. r. o.,INDUSTRIALS
"Slovenske liehovary a likerky, a.s.",CONSUMER STAPLES
"Duricova Marta, Ing.",CONSUMER DISCRETIONARY
"SlovShore, s.r.o.",INFORMATION TECHNOLOGY
"IPK AGRO, s.r.o.",CONSUMER STAPLES
"EVONA ELECTRONIC, spol. s r.o.",CONSUMER DISCRETIONARY
"Hruzik Milos, JUDr.",REAL ESTATE
Kino Martin,INDUSTRIALS
APIS Plastic Slovakia s. r. o.,CONSUMER DISCRETIONARY
"BELVE, s.r.o.",CONSUMER DISCRETIONARY
"DELTECH, a.s.",INDUSTRIALS
"i - center, spol. s r.o.,",INDUSTRIALS
White Stork s. r. o.,INDUSTRIALS
DATALAN Quality Instruments s.r.o.,INFORMATION TECHNOLOGY
"DITEC Services, s.r.o.",INFORMATION TECHNOLOGY
"SYNCHRONIX, a.s.",INFORMATION TECHNOLOGY
Rihova Mariana,INDUSTRIALS
"SKH plastic, spol. s r.o.",MATERIALS
"LEKOS, s.r.o. Trebisov",INDUSTRIALS
"RV STAR, s. r. o.",INDUSTRIALS
AGROJAN s.r.o.,CONSUMER STAPLES
PV-O druzstvo Drahovce,CONSUMER STAPLES
