name,frequency,place_type,place_category
Djupgrund,1,reef,underwater elevation
Djupgrunden,1,shoal,underwater elevation
Djupgrundet,2,shoal,underwater elevation
Djupgäsen,1,lake,basin
Djupnäs,1,populated place,populated place
Djuptjärn,15,lake,basin
Djupviksholmarna,1,islands,island
Djuramåsa,1,populated place,populated place
Djursjön,4,lake,basin
Djusaberget,1,hill,elevation
Djäkireboda,1,populated place,populated place
Djäkneberget,2,hill,elevation
Djäknebodafjärden,1,bay,concave shoreline
Docksta,1,populated place,populated place
Dolken,1,shoal,underwater elevation
Domneberg,1,hill,elevation
Donsö Svartskär,1,island,island
Dormsjö,1,populated place,populated place
Doverstorp,1,populated place,populated place
Dovsjön,1,lake,basin
Draered,1,populated place,populated place
Drafsen,2,lake,basin
Drag,1,populated place,populated place
Dragaryd,1,populated place,populated place
Drakeberga,2,populated place,populated place
Drefisfjärden,1,inlet,basin
Drickesberget,1,mountain,elevation
Drönaren,1,shoal,underwater elevation
Dunderbäcken,1,river,stream
Dunsön,1,island,island
Duvekulla,1,populated place,populated place
Duvetorp,1,populated place,populated place
Dymmelsbobäck,1,river,stream
Dyrskär,1,rocks,elevation
Dyvelån,1,river,stream
Dádtjasuvvane,1,populated place,populated place
Dåjomsjön,1,lake,basin
Dålggielásskuo,1,hill,elevation
Dåntorp,1,populated place,populated place
Dövedal,1,populated place,populated place
Ecklingsbo,1,populated place,populated place
Edetjärn,1,lake,basin
Edevik,1,populated place,populated place
Edsträsket,1,lake,basin
Edsäterfjärden,1,bay,concave shoreline
Edö,1,island,island
Eggby,1,populated place,populated place
Ejkeviken,1,bay,concave shoreline
Ekarn,2,lake,basin
Ekedalen,1,populated place,populated place
Ekens Skärgård,1,islands,island
Ekesberget,1,hill,elevation
Ekholmssjön,2,lake,basin
Ekornarp,1,populated place,populated place
Ekshärad,1,populated place,populated place
Eksta,2,populated place,populated place
Ekö,2,populated place,populated place
Ekön,2,island,island
Eljaröd,1,populated place,populated place
Ella Park,1,populated place,populated place
Elmeviken,1,cove,concave shoreline
Elne,1,populated place,populated place
Emneskogssjön,1,lake,basin
Emsen,2,lake,basin
Enbacka,1,populated place,populated place
Enlivola,1,mountain,elevation
Enmossen,1,bog,marsh
Enoksnäs,1,populated place,populated place
Erik Jönsgrundet,1,shoal,underwater elevation
Erik-Larsaberget,1,hill,elevation
Eriksmåla,2,populated place,populated place
Erlandsbygget,1,populated place,populated place
Erlandsgrund,1,shoal,underwater elevation
Ersholen,1,populated place,populated place
Ertknubben,1,hill,elevation
Ertsjärv,1,lake,basin
Eskelsbo,1,populated place,populated place
Espelunden,1,populated place,populated place
Ettebro,1,populated place,populated place
Ettinga,1,populated place,populated place
Eva,1,island,island
Evedal,1,populated place,populated place
Everöd,2,populated place,populated place
Fabbesjön,1,lake,basin
Fagerlund,1,populated place,populated place
Fagerred,1,populated place,populated place
Fageråshöjd,1,populated place,populated place
Falberget,1,shoal,underwater elevation
Falkaholmen,1,rock,elevation
Falsterbo,2,populated place,populated place
Fansjön,1,lake,basin
Faringe,1,populated place,populated place
Farssjö,1,lake,basin
Fatlassjön,1,lake,basin
Fenningsjön,1,lake,basin
Fernviken,1,populated place,populated place
Fetingsklacken,1,hill,elevation
Fidenäs,1,populated place,populated place
Fiefall,1,populated place,populated place
Filkesboda,1,populated place,populated place
Fillingerum,1,populated place,populated place
Filsbäck,1,river,stream
Finnbo gård,1,populated place,populated place
Finneryd,1,populated place,populated place
Finnerödja,1,populated place,populated place
Finnfallsberget,1,hill,elevation
Finngrufvan,1,populated place,populated place
Fintorp,2,populated place,populated place
Fiskeviken,1,cove,concave shoreline
Fiskhusbäck,1,river,stream
Fisklösen,1,populated place,populated place
Fisktjärn,3,lake,basin
Fisktjärnåsen,1,hill,elevation
Fjus,1,populated place,populated place
Fjäckan,1,river,stream
Fjälebo,1,populated place,populated place
Fjällbacka,2,populated place,populated place
Fjällboträsket,1,lake,basin
Fjällramm,1,lake,basin
Fjällrammsjön,1,lake,basin
Fjällsjöarna,1,lakes,basin
Fjärdhällorna,1,rocks,elevation
Fjärdingsman,1,rock,elevation
Fladen,1,shoal,underwater elevation
Flakmossen,1,bog,marsh
Flata Brunskär,1,island,island
Flata Grunden,1,island,island
Flatbådan,2,shoal,underwater elevation
Flatgrundsbådan,1,rock,elevation
Flatskäret,2,island,island
Flenasjön,1,lake,basin
Flisaläggarna,1,reef,underwater elevation
Flistersjön,1,lake,basin
Flucksberget,1,hill,elevation
Flugebosjön,1,lake,basin
Flygsfors,1,populated place,populated place
Flyingeby,1,populated place,populated place
Flymen,1,populated place,populated place
Flästasjön,1,lake,basin
Fogdhyttan,2,populated place,populated place
Fornaboda,1,populated place,populated place
Forntomta,1,populated place,populated place
Forreryd,1,populated place,populated place
Forsbyåsen,1,hill,elevation
Forshyttan,1,populated place,populated place
Forsnäset,1,populated place,populated place
Foskvattnet,1,lake,basin
Framigårdsudden,1,point,convex shoreline
Franska Stenarna,1,rocks,elevation
Frederos,1,populated place,populated place
Friaån,1,river,stream
Friggesund,1,populated place,populated place
Frillesås,1,populated place,populated place
Frägnberget,1,hill,elevation
Främshyttan,1,populated place,populated place
Fräsan,1,reef,underwater elevation
Fröjel,1,populated place,populated place
Frövet,1,populated place,populated place
Fu,1,populated place,populated place
Fugelskär,1,island,island
Furillen,1,island,island
Furuholmen,14,island,island
Furunäs,1,peninsula,convex shoreline
Furuön,1,populated place,populated place
Fyllingarum,1,populated place,populated place
Fyllingen,1,populated place,populated place
Fäjemyr,1,bog,marsh
Fällebåden,1,rocks,elevation
Fängsjöklippen,1,hill,elevation
Fänsjö,1,populated place,populated place
Färingen,1,lake,basin
Färjan,1,populated place,populated place
Färviln,1,lake,basin
Fästa,1,populated place,populated place
Fågelmuren,1,populated place,populated place
Fågelviken,1,cove,concave shoreline
Fåglabo,1,populated place,populated place
Fålasjö,1,populated place,populated place
Fårögrundet,1,reef,underwater elevation
Fögeberg,1,populated place,populated place
Fölene,1,populated place,populated place
Förkärla,1,populated place,populated place
Gaddhällan,1,rocks,elevation
Galleskär,1,rock,elevation
Galterö Huvud,1,peninsula,convex shoreline
Galtholmen,1,populated place,populated place
Galtskär,1,populated place,populated place
Gambol,1,populated place,populated place
Gamlestaden,1,populated place,populated place
Gammalbosjön,1,lake,basin
Gammelbo,1,populated place,populated place
Gammelsträng,1,populated place,populated place
Gammelsätervallen,1,populated place,populated place
Gannarve,1,populated place,populated place
Gaperhult,1,populated place,populated place
Garberg,1,populated place,populated place
Gardikforsen,1,populated place,populated place
Gardsjönäs,1,populated place,populated place
Garlången,1,lake,basin
Gate,1,populated place,populated place
Gautsträsk,1,lake,basin
Gebnafjället,1,mountain,elevation
Gemla,1,populated place,populated place
Gensen,1,lake,basin
Gersholmen,1,island,island
Gervalds,1,populated place,populated place
Gervide,1,populated place,populated place
Gessie Villastad,1,populated place,populated place
Geteryggen,1,rock,elevation
Getkobben,1,island,island
Getryggen,1,point,convex shoreline
Getskär,3,island,island
Gide,1,populated place,populated place
Gide Älf,1,river,stream
Gierkek,1,mountain,elevation
Gillbergasjön,1,lake,basin
Gillburen,1,shoal,underwater elevation
Gilldalen,1,populated place,populated place
Gisslebyn,1,populated place,populated place
Gjusskären,1,islands,island
Glasholmsån,1,river,stream
Glihällan,1,rock,elevation
Gloet,3,cove,concave shoreline
Gnesta,1,populated place,populated place
Gnupberget,1,hill,elevation
Goaskásj,1,populated place,populated place
Goddered,1,populated place,populated place
Goeteborg,1,populated place,populated place
Gopa,1,populated place,populated place
Granberg,5,hill,elevation
Granbergsklinten,1,hill,elevation
Granbergsmyran,1,bog,marsh
Granliden,4,populated place,populated place
Granlunda,2,populated place,populated place
Granselet,1,river,stream
Granselliden,1,hill,elevation
Granvik,5,populated place,populated place
Gravberget,1,hill,elevation
Graven,1,point,convex shoreline
Gravlund,1,populated place,populated place
Grebbeshult,1,populated place,populated place
Grenningen,1,lake,basin
Grevensbåde,1,shoal,underwater elevation
Grimsarbo,1,populated place,populated place
Grindaön,1,island,island
Grindfallet,1,populated place,populated place
Grinsbyn,1,populated place,populated place
Grosseskären,1,rocks,elevation
Grovbåden,1,rocks,elevation
Grubbsjön,1,lake,basin
Gruddbo,1,populated place,populated place
Grufberget,3,hill,elevation
Grufgården,1,populated place,populated place
Grumsfjorden,1,bay,concave shoreline
Grundagen,1,populated place,populated place
Grundagsvålen,1,mountain,elevation
Grundbäck,1,populated place,populated place
Grundmången,1,lake,basin
Grunnet,1,peninsula,convex shoreline
Grunu,1,river,stream
Grusbredan,1,shoal,underwater elevation
Grusskäret,1,rocks,elevation
Grynaband,1,shoal,underwater elevation
Gryssbäcken,1,river,stream
Grytan,1,reef,underwater elevation
Gryten,10,lake,basin
Grytgölsbruk,1,populated place,populated place
Gryttjärn,2,lake,basin
Grällsta,1,populated place,populated place
Gränsjön,4,populated place,populated place
Gräntö,1,populated place,populated place
Gräsharan,1,rock,elevation
Gräsvarpgrundet,1,rocks,elevation
Gräsån,1,river,stream
Gråholmarna,1,rocks,elevation
Gråtanliden,1,mountain,elevation
Gråvålen,2,mountain,elevation
Grönfjället,4,mountain,elevation
Grönsik,1,populated place,populated place
Grönskär,7,island,island
Grönskåra,1,populated place,populated place
Grössjö,1,populated place,populated place
Grövelsjön,1,populated place,populated place
Gröven,1,lake,basin
Gubbträsk,1,populated place,populated place
Gula Bockskär,1,rocks,elevation
Guldholmen,1,peninsula,convex shoreline
Guldsmedshyttan,1,populated place,populated place
Gullbrandsbyn,1,populated place,populated place
Gullesbyn,3,populated place,populated place
Gullmyrberget,1,hill,elevation
Gumhem,1,populated place,populated place
Gummeboda,1,populated place,populated place
Gummikulla,1,populated place,populated place
Gunnarträsk,1,populated place,populated place
Gunnebo,1,populated place,populated place
Gunnilboby,1,populated place,populated place
Gunvarbyn,1,populated place,populated place
Guoivil,1,hill,elevation
Guortaliden,1,hill,elevation
Guossasuvvane,1,river,stream
Gussjö,1,populated place,populated place
Gussöskatan,1,point,convex shoreline
Gustav,1,populated place,populated place
Gustavs,1,populated place,populated place
Guttebo,1,populated place,populated place
Guttebol,2,populated place,populated place
Guvertfjället,1,hill,elevation
Gyllingen,1,lake,basin
Gyltergrenarna,1,shoal,underwater elevation
Gyltzauudden,1,point,convex shoreline
Gálásluspi,1,populated place,populated place
Gäddbäcken,2,river,stream
Gäddsjöarna,1,lakes,basin
Gäddsjöberg,1,hill,elevation
Gäddträskelfven,1,river,stream
Gällbäcken,1,river,stream
Gällersta,1,populated place,populated place
Gärdal,1,populated place,populated place
Gärdberget,1,hill,elevation
Gärdsmarksträsket,1,lake,basin
Gävan,1,island,island
Gävlebukten,1,bay,concave shoreline
Gådaberget,1,hill,elevation
Gådaträsk,1,lake,basin
Gålarmora,1,populated place,populated place
Gålby,1,populated place,populated place
Gårda,2,populated place,populated place
Gårdberg,1,hill,elevation
Gårdmyrberget,1,hill,elevation
Gårdserud,1,populated place,populated place
Gårdsvattnet,1,lake,basin
Gåsfeten,2,island,island
Gåsflötakallen,1,rocks,elevation
Gåshällan,1,rock,elevation
Gåstjärnsberget,1,populated place,populated place
Gåsvattnet,1,lake,basin
Gåsöarna,1,island,island
Gåvastbo,3,populated place,populated place
Göljåfjället,1,mountain,elevation
Göringe,1,populated place,populated place
Gösjön,4,lake,basin
Gösund,1,populated place,populated place
Habeltorp,1,populated place,populated place
Haddeboda,1,populated place,populated place
Haffsta,1,populated place,populated place
Hafjärden,1,bay,concave shoreline
Hagbytorp,1,populated place,populated place
Hakared,1,populated place,populated place
Hakkonape,1,bog,marsh
Halgean,1,river,stream
Hallen,11,populated place,populated place
Hallsjöen,1,lake,basin
Hallstenskobben,1,rock,elevation
Halsvik,2,populated place,populated place
Halvträsket,1,lake,basin
Halvvägen,1,island,island
Hammarsjövålen,1,mountain,elevation
Hammarslund,1,populated place,populated place
Hammarö,1,populated place,populated place
Hamnöfjärd,1,sound,strait
Hangeskär,1,island,island
Haraholmen,1,point,convex shoreline
Harbo,1,populated place,populated place
Hareberget,1,hill,elevation
Harrejaurliden,1,mountain,elevation
Harrikero,1,hill,elevation
Harsjön,5,lake,basin
Haru,1,island,island
Hasselö,4,island,island
Hasslarpsån,1,river,stream
Hattberget,1,hill,elevation
Hattåsen,1,ridge,elevated area
Havalla,1,river,stream
Haversjön,1,lake,basin
Havgalleskären,1,rocks,elevation
Havravikssjön,1,lake,basin
Havsjön,5,lake,basin
Havstens Fjord,1,bay,concave shoreline
Hedegården,1,populated place,populated place
Heinsjön,1,lake,basin
Hejgosmyren,1,bog,marsh
Helgesjø,1,lake,basin
Helgeå,1,river,stream
Heligeå,1,river,stream
Heligfjäll,1,populated place,populated place
Heligfjället,1,mountain,elevation
Hemberg,1,populated place,populated place
Hemfosa,1,populated place,populated place
Hemmingen,1,populated place,populated place
Hemmings,1,populated place,populated place
Hemshyttan,1,populated place,populated place
Hemsjöhult,1,populated place,populated place
Henan,1,river,stream
Hermansjön,1,lake,basin
Herna,1,populated place,populated place
Herrestadvik,1,bay,concave shoreline
Herrhångsstötarna,1,mountain,elevation
Herrångsån,1,river,stream
Herta,1,populated place,populated place
Hesjön,1,lake,basin
Hidingebro,1,populated place,populated place
Highburygrund,1,shoal,underwater elevation
Hillevik,1,populated place,populated place
Hillingsätersjön,1,lake,basin
Hillskär,1,peninsula,convex shoreline
Himmelsberg,1,populated place,populated place
Himmelsberget,1,hill,elevation
Hindalebyn,1,populated place,populated place
Hinneryd,1,populated place,populated place
Hissberget,1,hill,elevation
Hjortsberga,4,populated place,populated place
Hjukstjälen,1,hill,elevation
Hjulstafjärden,1,bay,concave shoreline
Hjälmarsfjärden,1,bay,concave shoreline
Hjälmarsnäs,1,populated place,populated place
Hjälmestad,1,populated place,populated place
Hjälmgarnsö,1,island,island
Hjämshults Kungsgård,1,populated place,populated place
Hjärtsjön,2,lake,basin
Hoberg,2,hill,elevation
Hoburgsården,1,point,convex shoreline
Hockamägg,1,hill,elevation
Hofran,2,lake,basin
Hogenäs Näs,1,populated place,populated place
Hokaån,1,river,stream
Hokån,1,river,stream
Holderströmmen,1,river,stream
Holk,1,populated place,populated place
Hollörsgrundet,1,shoal,underwater elevation
Holmarör,1,populated place,populated place
Holmsjø,1,lake,basin
Holmstorp,1,populated place,populated place
Holmsvattnet,2,lake,basin
Holmtjärnet,1,lake,basin
Home,1,populated place,populated place
Hornsby,1,populated place,populated place
Hornsträsket,1,lake,basin
Hornsudde,1,peninsula,convex shoreline
Hornsviken,1,lake,basin
Hornåsen,1,hill,elevation
Horsbo,1,populated place,populated place
Horsnäsudden,1,point,convex shoreline
Horstfjärden,1,sound,strait
Horten,1,lake,basin
Horvelsö,1,island,island
Hovsäter,2,populated place,populated place
Hufvudberg,1,hill,elevation
Hula,1,populated place,populated place
Hultbren,1,lake,basin
Humlen,1,populated place,populated place
Hummerskären,1,rocks,elevation
Hundkroksviken,1,bay,concave shoreline
Hundsnabben,1,point,convex shoreline
Hunna,1,populated place,populated place
Hunnekulla,1,populated place,populated place
Husarö,2,island,island
Husaröknallen,1,shoal,underwater elevation
Husören,1,island,island
Huvan,2,lake,basin
Huvfallsö,1,island,island
Hvittberget,1,hill,elevation
Hylleskär,1,rock,elevation
Hyllstofta,1,populated place,populated place
Hyltebruk,1,populated place,populated place
Hyltran,1,populated place,populated place
Hyltsjön,1,lake,basin
Hyndtjärn,1,populated place,populated place
Hyngarp,1,populated place,populated place
Hyttbyn,1,populated place,populated place
Hyttefallet,1,populated place,populated place
Hárrevárddo,2,mountain,elevation
Häbbersfors,1,populated place,populated place
Häckelsäng,1,populated place,populated place
Hägghemmet,1,populated place,populated place
Häggsjönäs,1,populated place,populated place
Häggum,1,populated place,populated place
Häggårdaviken,1,inlet,basin
Hägled,1,populated place,populated place
Hälen,3,shoal,underwater elevation
Hälka,1,mountain,elevation
Hällaryd,3,populated place,populated place
Hällasjömåla,1,populated place,populated place
Hällbacken,1,populated place,populated place
Hällegrund,1,reef,underwater elevation
Hällen,1,shoal,underwater elevation
Hällkällan,1,river,stream
Hällum,1,populated place,populated place
Hällunda,1,populated place,populated place
Hälsen,1,lake,basin
Hälsta,1,populated place,populated place
Hämmen,1,populated place,populated place
Hängeleviken,1,bay,concave shoreline
Häradsbäck,1,populated place,populated place
Härhult,1,populated place,populated place
Härjåhågnen,1,mountain,elevation
Härsbacken,1,populated place,populated place
Häslunda,1,populated place,populated place
Hässelkulla,1,populated place,populated place
Hässleby,2,populated place,populated place
Hästbådorna,1,rocks,elevation
Hästholmsudden,1,point,convex shoreline
Hästkobben,1,island,island
Hästkullen,1,populated place,populated place
Hästlandet,1,hill,elevation
Hästö,1,populated place,populated place
Hästören,1,island,island
Häxåssjön,1,lake,basin
Håfdsjön,1,lake,basin
Håholmen,2,island,island
Håkansön,1,peninsula,convex shoreline
Hålbäckshult,1,populated place,populated place
Håldala,1,populated place,populated place
Hålldammen,3,lake,basin
Hållstasjön,1,lake,basin
Hålsjön,8,lake,basin
Håmholalvavuoma,1,bog,marsh
Höga Ulle,1,rocks,elevation
Högbacksjön,1,lake,basin
Högbonden,1,island,island
Högbäcken,1,populated place,populated place
Högeberg,2,hill,elevation
Högfjällshöjden,1,hill,elevation
Höggrensgrundet,1,shoal,underwater elevation
Höghallaudde,1,point,convex shoreline
Höghobben,1,hill,elevation
Högkull,1,hill,elevation
Högkärr,1,populated place,populated place
Höglasmen,1,island,island
Högvillstaberg,1,hill,elevation
Höjderna,1,hill,elevation
Höktjärnrun,1,mountain,elevation
Höle,1,populated place,populated place
Höleklack,1,hill,elevation
Hönesjön,1,lake,basin
Hörken,1,populated place,populated place
Hörkstjärn,1,lake,basin
Hörntorpet,1,populated place,populated place
Hörsgårdsmossen,1,bog,marsh
Hörsta,1,populated place,populated place
Hösbodarna,1,populated place,populated place
Hössjön,1,populated place,populated place
Höör,1,populated place,populated place
Iddefjorden,1,fjord,concave shoreline
Idefjord,1,fjord,concave shoreline
Idö,3,island,island
Igelhult,1,populated place,populated place
Igelsjöberg,1,populated place,populated place
Illtjärn,1,lake,basin
Ingemarskär,1,island,island
Ingestorp,1,populated place,populated place
Innergrund,1,shoal,underwater elevation
Inre Björsgårdsgrunden,1,shoal,underwater elevation
Inre Fjärden,1,inlet,basin
Inre Hasslögrund,1,shoal,underwater elevation
Inre Jovanträsk,1,lake,basin
Inre Längan,1,shoal,underwater elevation
Inre Stekön,1,island,island
Inre Åsvattnet,1,lake,basin
Isterskär,1,island,island
Istholmen,1,island,island
Isöga,1,populated place,populated place
Ivarsbyn,1,populated place,populated place
Ivösjön,1,lake,basin
Jakobsgårdarna,1,populated place,populated place
Janelammossen,1,bog,marsh
Jansebåden,1,shoal,underwater elevation
Jeknaffo,1,mountain,elevation
Jennysgrundet,1,shoal,underwater elevation
Jirejukke,1,river,stream
Jobsbo,2,populated place,populated place
Johannisfors,2,populated place,populated place
Jonsholmen,1,island,island
Jonsryd,1,populated place,populated place
Juovakåbbo,1,mountain,elevation
Jusjön,2,lake,basin
Jutgrunden,1,rocks,elevation
Jutskär,2,rock,elevation
Juven,1,lake,basin
Jädersjön,1,lake,basin
Jädraån,1,river,stream
Jäfre Sandön,1,island,island
Jäfreholmen,1,island,island
Jälkeråker,1,populated place,populated place
Jälla,2,populated place,populated place
Jälnan,1,lake,basin
Järftjärn,1,populated place,populated place
Järnerud,1,populated place,populated place
Järnholmen,1,island,island
Järnkobben,1,rock,elevation
Järnkulla,1,island,island
Järnäsudde,1,point,convex shoreline
Järpbyn,1,populated place,populated place
Järsnäs,1,point,convex shoreline
Järtaberget,1,hill,elevation
Jättberget,1,hill,elevation
Jättendalssjön,1,lake,basin
Jävreån,1,river,stream
Jönköping,1,populated place,populated place
Jörken,1,lake,basin
Kaffeholmarna,1,islands,island
Kalfven,6,lake,basin
Kalix,1,river,stream
Kalixviken,1,cove,concave shoreline
Kalkskär,1,island,island
Kalla,1,hill,elevation
Kallen,2,reef,underwater elevation
Kallviken,2,cove,concave shoreline
Kalmarviken,1,bay,concave shoreline
Kalvberget,1,mountain,elevation
Kalven,2,rock,elevation
Kalvenäsesjön,1,lake,basin
Kalvholmsgrundet,1,rock,elevation
Kalvö,1,peninsula,convex shoreline
Kamgrundet,1,shoal,underwater elevation
Kammarbäck,1,river,stream
Kanarp,1,populated place,populated place
Kannusjärvi,1,populated place,populated place
Kaptenshöjden,1,hill,elevation
Karhult,1,populated place,populated place
Karlaby,1,populated place,populated place
Karpalund,1,populated place,populated place
Karpsjön,1,lake,basin
Karsbo,4,populated place,populated place
Karsholmarna,1,islands,island
Karsjö,2,populated place,populated place
Karsnäsasjön,1,lake,basin
Kartberget,1,populated place,populated place
Karö,1,populated place,populated place
Kastbäcken,1,river,stream
Kastbåden,1,rock,elevation
Kastellholmen,1,rock,elevation
Kasviken,1,bay,concave shoreline
Kattedalsfjärden,1,bay,concave shoreline
Kattsjön,1,lake,basin
Kaurö,1,island,island
Kavarö,1,populated place,populated place
Kavelmyrberget,1,hill,elevation
Kaxliden,1,populated place,populated place
Kedholmarna,1,rocks,elevation
Kedumstorp,1,populated place,populated place
Ken,1,lake,basin
Kessviken,1,populated place,populated place
Kiddön,1,island,island
Kidholm,1,island,island
Kidholmen,1,island,island
Kiilisjärvi,1,populated place,populated place
Kilforsen,1,rapids,stream
Kilsten,1,rock,elevation
Kinger,1,populated place,populated place
Kinnvalla,1,river,stream
Kirjesliden,1,hill,elevation
