name
Galindi
Latgali
Aukshtaiti
Samogiti
Prussi
Lithuani 
Curoni 
Seloni 
Semigalli
Yotvingi
Scalovii
Barti 
Lubavii 
Nadruvii
Natangi
Pogesani 
Pomesani
Sambii 
Sasni 
Varmi 
Nortabtrezi
Vilci
Linae
Bethenici
Smeldingi
Morizani
Hehfeldi
Surbi
Talaminzi
Beheimari
Marharii
Vulgarii
Merehani
Osterabtrezi
Miloxi
Phesnuzi
Thadesi
Glopeani
Zvireani
Busani
Sittici
Stadici
Sebbirozi
Unlizi
Nerivani
Attorozi
Eptaradici
Uvillerozi
Zabrozi
Znetalici
Aturezani
Chozirozi
Lendizi
Thafnezi
Zeriuani
Prissani
Velunzani
Bruzi
Uvizubeiri
Caziri
Ruzzi
Forsderi
Liudi
Fresiti
Seravici
Lucolani
Ungari
Uvislani
Sleenzani
Lunsizi
Dadosesani
Milzani
Besunzani
Verizani
Fraganei
Lupiglae
Opolini
Golensizi
