name
NOBEL CO OOO
NK NEFTISA OAO
SIBNEFTEKHIMTREID OOO
GROUP TD AVTOMIR
NewTech Services LLC
NEFTEGASLEASING LLC
Gazprom export LLC
NKMZ-ST Ltd
OAO KAMENSKIY NEFTEPEREGONNIY ZAV
BASHNEFTEGEOFIZIKA
RUSSINTEGRAL INZHINIRING OOO
SIBERIAN COAL ENERGY COMPANY JSC
ENGS LLC
NEFTEMASHSTROY
GROUP TRAEKTORIYA-SERVIS
OOO IPM
PTR-NEFTEPRODUKT OOO
AO AZPT
OOO ROSGAZ
ROSTOVTOPPROM OAO
IEN GERASIMOV VLADIMIR MIKHAILOVICH
KURGANKHIMMASH
Nowada LLC
VNIIBT-Drilling tools Ltd
KONTAKT-S OOO
ZARUBEZHNEFT-production Kharyaga LL
GROUP SibInvestEnergo
NOVYE TEKHNOLOGII OOO
JSC ELKAM-neftemash
JOIN-STOCK COMPANI Sheshmaoil
VPT - NEFTEMASH LLC
LLC Kastor Digital
INGC
FORTEINVEST ZAO
OOO NPTS DINAMIKA
STROINEFTEGAS ALYANS OOO
SIBINTEK LLC
TORGOVYI DOM SIBIRSKII PROMYS
BORETS INTERNATIONAL FZE
RUSSIAN COAL OAO
EDINYI PROTSESSINGOVYI TSENTR
TD BORKHIMMASH OOO
MCP LLC
LS OOO
OOO TSENTR TSEMENTIROVANIYA SKVAZ
EYLEKTROBALT-TYUMEN' OOO
GORNO-PROMYSHLENNAYA KOMPANIYA NE
GPN CAPITAL SA
VOLSTAR OOO
PPK OOO
STT OOO
LLC Zavod ProEnTech
GROUP BASHNEFTEGEOFIZIKA
ROSNEFT FINANCE S.A.
GROUP BASHBETON
MAGADANNEFTO OOO
Anthracite Trade LLC
GAZ CAPITAL S.A.
EURASIA DRILLING COMPANY LIMITED
AO AK ARGO
KOMNEDRA OAO
GROUP Avantaj
NEFTEGAZINDUSTRIYA LLC
LLC HC YUZHUGOL
PJSC YATEC
ROSWELL ARKTIC Limited liability
RUST-95 ZAO
GAZKHOLODTEKHNIKA OOO
KOMPANIYA MAKSIMA OOO
SEFE ENERGY LIMITED
NPTS NEDRA OAO
REGION-NEFT' OOO
BT SVAP LLC
LIMITED LIABILITY COMPANY NAFTA-
OOO BSK GRAND
GROUP ROSTTEKHKONTROL
LANGEPASSKO - POKACHEVSKOE URS
GROUP OTRADNOE
CHERNOMOR-NEFTESTROI OOO
JSC Yamal LNG
MARIISKY NPZ OOO
GAZPROM GEOTEKHNOLOGII
PIRS CO. LTD
SUBGROUP TNG Group
OOO URALSTROINEFT'
NPO PROMAVTOMATIKA OAO
SARATOV REFINERY OAO
SIBIRSKII TSENTRALNYI SKLAD OOO
OOO SIBINVESTENERGO
KUZBASSTOPLIVOSBYT OOO
OPEYK OOO
NII TS PILOT OOO
SPETSGEOLOGORAZVEDKA OOO
TD SPG
OOO GUSTA
STF BACS Ltd
SEALUR LTD
BALTIC TRADE HOUSE OOO
AMK-VIGAS ZAO
TRANSNEFT'-TERMINAL AO
ERT-GROUP OOO
SZTK GROSS OOO
ASF-OBORUDOVANIE
OOO INGK PROMTEKH
GROUP OIL-TRANSIT
NORSKEN-OIL OOO
PRIKASPIISKAYA GAZOVAYA KOMPANIYA O
SUBGROUP SDS-UGOL
AL'YANSAVTOGRUPP-URAL
AO PETROKHIM
Zirax-Nefteservice LLC
ZAO SU-TGS
KVARUS SERVICE LLC
"Machtec International Co., Ltd"
GROUP INPK TREIDING
NPP NEFTEGAZINZHINIRING OOO
LLC SIBCOAL
JSC NOVATEK
MINGALEV EVGENY DMITRIEVICH
LLC Standart
GROUP LIMONTE
LLC SCAD TECH ENGINEERING
VOLGOGRADMONTAZH OOO
GROUP SIBAVTOTRANS
MS OIL OOO
GROUP NIKA-PETROTEK
GROUP ROSNEFT
ACHINSK REFINERY OF EASTERN PETRO
GAZTEHLIZING OOO
ERMOLAEVSKIY OOO
AL'TAIR
LLC EOIL
INKOMNEFT OAO
NOVA ENERGETICHESKIE USLUGI OOO
RN-KOMSOMOLSKII NPZ OOO
OKHTIN-OIL ZAO
EYSTM OOO
GROUP SLAVYANSK EYKO
AKVIOIL OOO
BOGUCHANSKAYA GEOPHYSICAL EXPEDIT
TRANSSERVIS OOO
CENTR OOO
OOO OIL SERVIS GARANT
SPASF PRIRODA OOO
GLOBAL SERVIS
BORMASH OOO
LLC IPP
OOO KOLYMANEFTEPRODUKT
ROSTORGSNAB OOO
GSP-MEKHANIZATSIYA OOO
OOO NUBK
JOINT STOCK COMPANY OIL PROCESSIN
GROUP INTEGRA
ANTIPINSKIY REFINERY JSC
Ust-Kutsky GPP LLC
GROUP NUBK
AVTOKART VORONEZH OOO
GROUP NEVALAIN
GROUP MRKS HOLDING
LLC NS-Oil
GROUP MS Oil
GROUP HIMPROM
GROUP PETROLEUM TRADING
TRANSNEFT PUBLIC JOINT STOCK COMPAN
SUEK-KUZBASS JSC
SUBGROUP ADAMAS
GROUP SITEYK
A-TREID OOO
SZMA TRUST CORPORATION
ARKTIK ENERGOSTROY OOO
JV LLC Sakhalin-Shelf-Service
NPO ETALON
JSC URALNK
ASPEN JSC
GROUP NATEK
GGS-KHAZAR LLC
ERA CROSS ENGINEERING COMPANY
NEFTEKHIMMONTAZH OOO
TSENTRAL'NYI SKLAD OOO
GLOBALSTROI OOO
UGOLNAYA KOMPANIYA RAZREZ STEPNOI
NK MASTER-NEFT OOO
POPOV ALEKSANDR NIKOLAEVICH
GEOKONTROL'
OOO LAINER
ANGARSK PETROCHEMICAL COMPANY JSC
ICC LLC
GROUP Globalstroy-Engineering
"TRANSNEFT KOZMINO PORT, LLC"
STS
GAZPROM DOBYCHA YAMBURG
ARKTICHESKIE RAZRABOTKI LLC
GROUP Uralneftemash
OOO REALGRAMM
GROUP NewTech Services
PERMNEFTEMASHREMONT Joint Stock Com
ITS OBEDINENNYE VODNYE TEKHNOLOGI
ENRON GRUPP OOO
KAMA- 3 OOO
TBNG-BURENIE OOO
TRITON TREID OOO
YUZHNAYA TOPLIVNAYA COMPANY OOO
IRBIS OOO
STARVEI LOGISTIKA
ROSSNABSTROY
LLC Optosense
