name,industry,frequency
"""B.B INTERNACIONAL GROUP""",CONSUMER STAPLES,2
2 T,INDUSTRIALS,2
2A2F- L OIL,NOT RELEVANT,2
2AT CONSTRUCTION,INDUSTRIALS,2
2F GRUP,CONSUMER DISCRETIONARY,2
3 P LIFE LOGISTIC,HEALTH CARE,2
3-D,MATERIALS,2
3AM,MATERIALS,2
4A-M,INDUSTRIALS,2
5D KONSTRUKSION,INDUSTRIALS,2
A & B GRUP,CONSUMER STAPLES,2
A DISTRIBUTION,CONSUMER DISCRETIONARY,2
A G S,NOT RELEVANT,2
A V INTERNATIONAL GROUP,INDUSTRIALS,2
A&B 2,CONSUMER STAPLES,2
A&M,CONSUMER STAPLES,2
A-E-1,CONSUMER STAPLES,2
A-KLAS-BETON ASFALT,MATERIALS,2
A-T-D-ALBANIAN TECHNOLOGY DIST,INFORMATION TECHNOLOGY,2
A.E DISTRIBUTION,CONSUMER DISCRETIONARY,2
A.F.M.A.,CONSUMER DISCRETIONARY,2
A.I.B.A. KOMPANI,CONSUMER STAPLES,2
A.M.G,CONSUMER STAPLES,2
A.N.K,INDUSTRIALS,2
A.T.M,NOT RELEVANT,2
AB INVESTMENTS,INDUSTRIALS,2
ABC ALBANIA,INDUSTRIALS,2
ABC NEWS,COMMUNICATIONS,2
ABCOM,COMMUNICATIONS,2
ABDURAMANI,CONSUMER STAPLES,2
ABISSNET SH.A,INFORMATION TECHNOLOGY,2
ABKONS,INDUSTRIALS,2
ABO-JA,NOT RELEVANT,2
ACI MOBILE,UTILITIES,2
AD VANTAGE,CONSUMER DISCRETIONARY,2
ADA PETROL,ENERGY,2
ADI,CONSUMER DISCRETIONARY,2
ADI GAZ 2014,CONSUMER DISCRETIONARY,4
ADI GAZ 2020,ENERGY,2
ADRIATIC BAY INVESTMENT GROUP,INDUSTRIALS,2
ADRIATIKA BETON,INDUSTRIALS,2
AED SOLAR,UTILITIES,2
AEDA 2007,CONSUMER STAPLES,2
AEOT,MATERIALS,2
AFA RENT A CAR,INDUSTRIALS,2
AFRICA INVEST,INDUSTRIALS,2
AFT,INDUSTRIALS,2
AGB 3,INDUSTRIALS,2
AGBES CONSTRUKSION,INDUSTRIALS,2
AGHAK CARA,MATERIALS,2
AGI KONS,INDUSTRIALS,2
AGIA 2004,CONSUMER DISCRETIONARY,2
AGNA,CONSUMER STAPLES,4
AGRANA-STUDEN ALBANIA,CONSUMER STAPLES,2
AGRO ALBANIA GROUP,REAL ESTATE,2
AGRO BLEND GROUP,CONSUMER STAPLES,2
AGROALIMENTARE F.LLI MONALDI S.P.A,CONSUMER STAPLES,2
AGROMEL,CONSUMER STAPLES,2
AGROTEK ALB,CONSUMER STAPLES,2
AIR BP ALBANIA,ENERGY,2
AK-CON,INDUSTRIALS,2
AL&GI,NOT RELEVANT,2
AL-BASALT,MATERIALS,2
AL.GLOBAL OIL,ENERGY,2
ALAN-GORE,CONSUMER DISCRETIONARY,2
ALB GOLEM,NOT RELEVANT,2
ALB SPUGNA,CONSUMER DISCRETIONARY,2
ALB-ADRIATICO 2013,CONSUMER STAPLES,2
ALB-BUILDING,INDUSTRIALS,2
ALB-KLIMA,CONSUMER DISCRETIONARY,2
ALB-LAB,INDUSTRIALS,2
ALB-STAR,INDUSTRIALS,4
ALBA,ENERGY,2
ALBA BETON,MATERIALS,2
ALBA ELETTRICA,CONSUMER DISCRETIONARY,2
ALBA EXOTIC FRUIT,CONSUMER STAPLES,2
ALBA SHOES GROUP,CONSUMER DISCRETIONARY,2
ALBA STOJKU,CONSUMER DISCRETIONARY,2
ALBA TOTO PF,NOT RELEVANT,2
ALBA-EUREKA,REAL ESTATE,2
ALBA-TRANS,INDUSTRIALS,2
ALBAFOAM,CONSUMER DISCRETIONARY,2
ALBAMER,MATERIALS,2
ALBAN TIRANA CO,INDUSTRIALS,2
ALBAN.INSTITUTE OF INTER. AUDITORS,INDUSTRIALS,2
ALBANIA DRINK DISTRIBUTION,CONSUMER STAPLES,2
ALBANIA FASHION GROUP,CONSUMER DISCRETIONARY,2
ALBANIA GAS TECH,ENERGY,2
ALBANIA MOTOR COMPANY,CONSUMER DISCRETIONARY,2
ALBANIA PETROLEUM INVESTMENT,ENERGY,2
ALBANIA TRAVEL TOURS,CONSUMER DISCRETIONARY,2
ALBANIAN DEVELOP GUARANTEE FOUNDAT,FINANCIALS,2
ALBANIAN DEVELOPMENT COMP ADC,COMMUNICATIONS,2
ALBANIAN DISTRIBUTION & DEVELOPMENT,CONSUMER STAPLES,2
ALBANIAN ENERGY SUPPLIER,UTILITIES,2
ALBANIAN FERRY TERMINAL OPERATOR,INDUSTRIALS,2
ALBANIAN INVESTMENT CONS.,INDUSTRIALS,2
ALBANIAN SATELLITE COMMUNICATIONS,COMMUNICATIONS,2
ALBANIAN SHOES COORPORATION 2,CONSUMER DISCRETIONARY,2
ALBANIAN SHOES CORPORATION,CONSUMER DISCRETIONARY,2
ALBANIAN SMART DISTRIBUT,CONSUMER STAPLES,2
ALBANIAN SMART DISTRIBUTION,CONSUMER STAPLES,2
ALBANIAN STEVEDORING COMPANY,INDUSTRIALS,2
ALBAOIL,ENERGY,2
ALBAS,COMMUNICATIONS,2
ALBASCAN TRUCKS&BUSES,CONSUMER DISCRETIONARY,2
ALBAT RECYCLING,MATERIALS,2
ALBAVIA SH.P.K,INDUSTRIALS,2
ALBCHROME,MATERIALS,2
ALBCHROME HOLDING,MATERIALS,2
ALBDESIGN,CONSUMER DISCRETIONARY,2
ALBDESIGN PSP,INDUSTRIALS,2
ALBDRILLING,ENERGY,2
ALBEL SA,MATERIALS,2
ALBESOL,INDUSTRIALS,2
ALBPETROL SHA,NOT RELEVANT,2
ALBPLAST,MATERIALS,2
ALBRAIL,INDUSTRIALS,2
ALBTEK ENERGY,INDUSTRIALS,2
ALBTELECOM,COMMUNICATIONS,2
ALDOSCH,NOT RELEVANT,2
ALFA,CONSUMER STAPLES,2
ALFAGAS SH.A,ENERGY,2
ALFAGAS TRADE,CONSUMER DISCRETIONARY,2
ALGRAFIKA,CONSUMER DISCRETIONARY,2
ALISSA ALBANIA,INDUSTRIALS,2
ALPHA FRUIT,CONSUMER STAPLES,2
ALTA GROUP,CONSUMER STAPLES,2
ALUMIL-ALBANIA,MATERIALS,2
ALVOGEN-ZYRE PERFAQESIMI TIRANE,NOT RELEVANT,2
AMA RECYCLING,MATERIALS,2
AMADEUS GROUP,INDUSTRIALS,2
AMANTIA 2002,CONSUMER STAPLES,2
AMAR LOGISTIC,INDUSTRIALS,2
AMBRA,CONSUMER DISCRETIONARY,2
AMERICAN HOSPITAL SHA,HEALTH CARE,2
