name,industry
SAPRIL AUTOMOTIVE S R O,CONSUMER DISCRETIONARY
DVORAK THEODOR,NOT RELEVANT
Group Benes Kupec,UTILITIES
FABIKOVA JAROMIRA,NOT RELEVANT
AUTO TRANS SPOL. S R.O.,CONSUMER DISCRETIONARY
Philips Lighting Czech Republic,INDUSTRIALS
VARGA IVAN,NOT RELEVANT
ABACANTE S.R.O.,NOT RELEVANT
"GMMS, spol. s r.o.",NOT RELEVANT
ZOS PETIHOSTY SPOL. S R.O.,NOT RELEVANT
PRINCIPAL INVEST S R O,HEALTH CARE
"DIONE PROPERTY,S.R.O.",REAL ESTATE
ZEMEDELSKE OBCHODNI DRUZSTVO KOLNY,CONSUMER STAPLES
BIKERO CZ S R O,CONSUMER DISCRETIONARY
"dm drogerie markt, s.r.o.",CONSUMER STAPLES
N K STAV BRNO A S,INDUSTRIALS
GOLDEN GATE CZ A S,INDUSTRIALS
"EIFFEL OPTIC, a.s. ",CONSUMER DISCRETIONARY
BD Stribrskeho 683/14,REAL ESTATE
CROSS ZLIN A S,INDUSTRIALS
"SVJ Budisovska 855, Vitkov",REAL ESTATE
ENERGYCLOUD TECHNOLOGIES A S,UTILITIES
"SV 153, Loucna pod Klinovcem",REAL ESTATE
SVJ Mostecka 3861-3862,REAL ESTATE
SVJ Zazvorkova 2007-2009,REAL ESTATE
Group Ruzicka Viktor,CONSUMER STAPLES
AUGUSTIN SPEDICE LOGISTIKA S R O,NOT RELEVANT
SVJ Druzstevni 482-484,REAL ESTATE
"STOW CR, S.R.O.",INDUSTRIALS
VOSTOVA MILUSE,NOT RELEVANT
"FAGREATA Investment, s.r.o.",REAL ESTATE
PROPARK NU I S R O,REAL ESTATE
P P BREZINA SERVIS S R O,INDUSTRIALS
XAVEROV A S,CONSUMER STAPLES
SIGMA VYZKUMNY A VYVOJOVY USTAV ,INDUSTRIALS
ZF AUTOMOTIVE CZECH S R O,CONSUMER DISCRETIONARY
CEMEX LOGISTICS S.R.O.,MATERIALS
"SVV Praha, s.r.o.",INDUSTRIALS
SV pro dum 802 Praha 5,REAL ESTATE
"SV Sedlackova 433, Pardubice",REAL ESTATE
SUBGROUP KKCG REAL ESTATE GROUP CON,REAL ESTATE
ABM TECHNOLOGY S R O,INDUSTRIALS
AUTO PALACE BUTOVICE S R O,CONSUMER DISCRETIONARY
VUHZ A S,MATERIALS
SVJ Riegrova 2246/2a,REAL ESTATE
ADVANTO GROUP S R O,INFORMATION TECHNOLOGY
ALPOD CZ S.R.O.,INDUSTRIALS
L7 A S,INDUSTRIALS
STAVEBNINY DEK A S,MATERIALS
SVJ Na vyhlidce 1649-1650,REAL ESTATE
"SVJ domu 671-672, K.Vary",REAL ESTATE
FINEX GLOBAL A.S. V LIKVIDACI,CONSUMER STAPLES
DRUBEZARSKY ZAVOD KLATOVY A S,CONSUMER STAPLES
R & R CARGO S.R.O.,INDUSTRIALS
NASTAVBY D.M.T. S.R.O.,NOT RELEVANT
"ROEZ ENERGO PRAHA, s.r.o.",INDUSTRIALS
VAL LINTER EKO S R O,MATERIALS
HANON SYSTEMS AUTOPAL SERVICES S R,CONSUMER DISCRETIONARY
MORAVIA CANS A.S.,MATERIALS
ATALIAN CZ S R O,INDUSTRIALS
1 JIHOCESKY DRUBEZARSKY PODNIK S R,CONSUMER STAPLES
Volvo Group Czech Republic,CONSUMER DISCRETIONARY
BD Svazacka 38,REAL ESTATE
PRACHT CZ S R O,CONSUMER STAPLES
Michael Schubert,MATERIALS
PERFECT DISTRIBUTION A S,HEALTH CARE
GENOSERVIS A S,CONSUMER STAPLES
NUSSLI CZ SPOL S R O,INDUSTRIALS
ZEMSPOL STUDENKA A S,CONSUMER STAPLES
"SV Okruzni 406, Vsetin",REAL ESTATE
BIKECLINIC S R O,CONSUMER DISCRETIONARY
BD Gorazdova 1997/15,REAL ESTATE
KHL EU A S,MATERIALS
AUSTRIA HOTELS CZ S R O,REAL ESTATE
AGREO S R O,INDUSTRIALS
"KV Arena, s.r.o.",CONSUMER DISCRETIONARY
ING ROSTISLAV STANEK,FINANCIALS
"EOP DISTRIBUCE, A.S.",UTILITIES
"SV Heyrovskeho 13-17, Olomouc",REAL ESTATE
ORIFLAME CZECH REPUBLIC SPOL S R O,CONSUMER STAPLES
ALGON POZEMNI STAVBY S R O,INDUSTRIALS
CENTR GROUP ELMONT S R O,INDUSTRIALS
ALBATROS DESIGN S R O,INDUSTRIALS
EL NINO PARFUM S R O,CONSUMER STAPLES
Autonom Servis s.r.o.,CONSUMER DISCRETIONARY
TTV SPEDICE SPOL S R O,INDUSTRIALS
SAK SPOL S R O,CONSUMER DISCRETIONARY
"PIVOVAR RYCHTÁR, A.S.",CONSUMER STAPLES
HB GROUP FACILITY S R O,INDUSTRIALS
KABELOVNA DECIN PODMOKLY S R O,INDUSTRIALS
NWT A S,INDUSTRIALS
"NH - TRANS, SE",INDUSTRIALS
ESPRIT REAL S R O,REAL ESTATE
"SV Okruzni 336-338,Straz p.R.",REAL ESTATE
"SVJ Hlavni c.p. 71, Kryry",REAL ESTATE
AXEVERA CONSULTING A.S.,NOT RELEVANT
UNIQA REALITY S R O,NOT RELEVANT
MOORE PAYROLL CZ S R O,INDUSTRIALS
SUBGROUP CZECH CAPITAL VENTURE CONS,CONSUMER DISCRETIONARY
KISWIRE CORD CZECH S R O,CONSUMER DISCRETIONARY
"SVJ Osvobozeni 1063-64, Jirkov",REAL ESTATE
ZF ELECTRONICS KLASTEREC S R O,INDUSTRIALS
SVJ 787-788 Hermanuv Mestec,REAL ESTATE
TUKAS A S,CONSUMER DISCRETIONARY
ROBERTO FELICETTI,NOT RELEVANT
BMRC GROUP S R O,CONSUMER DISCRETIONARY
MUT AUTOMOTIVE S R O,INDUSTRIALS
SMARTY LEASING A S,CONSUMER DISCRETIONARY
"IMPRESA, SPOL. S R.O. V LIKVIDACI",CONSUMER DISCRETIONARY
GORISEK RADOVAN ZELJKO,NOT RELEVANT
CROWN METALS CZ S R O,MATERIALS
SANIA SPOL. S R.O. V LIKVIDACI,INDUSTRIALS
MOTO HLAVACEK S R O,FINANCIALS
ARGYROS S R O,MATERIALS
BARTOSIK JIRI,NOT RELEVANT
COSMOTRADE SPOL. S R.O.,MATERIALS
ZEMEDELSKE SLUZBY DYNIN A S,CONSUMER STAPLES
CTK REPRO A S,NOT RELEVANT
EMBROTEX S.R.O.,NOT RELEVANT
STROJIRNA LITVINOV SPOL S R O,CONSUMER DISCRETIONARY
BD DZU,REAL ESTATE
RENOENERGIE A S,UTILITIES
NEMOCNICE TANVALD S R O,HEALTH CARE
"KSK PRECISE MOTION, A.S.",INDUSTRIALS
SVJ Postovni 663/13,REAL ESTATE
AGRICOLTORI TACHOV IV A S,CONSUMER STAPLES
GROUP DANCZEK,CONSUMER STAPLES
"EG.D, S.R.O.",UTILITIES
IMO - STAR 98 S.R.O.,REAL ESTATE
"SV Kristanova 15, Praha 3",REAL ESTATE
KUDLACKOVA MARTINA,NOT RELEVANT
Real Invest Vodickova Spol.,FINANCIALS
JANCARKOVA ANDREA,NOT RELEVANT
KUHN BOHEMIA A S,INDUSTRIALS
SVJ Verdunska 1870/11,REAL ESTATE
"SV HENIGO, Praha 10",REAL ESTATE
"BD Pivovarnicka,U lib. Pivovaru",REAL ESTATE
"KEESTRACK - CZ, S. R. O.",INDUSTRIALS
METALURGIE RUMBURK S R O,MATERIALS
"BD Lutin, Ruzova 192",REAL ESTATE
BULB SPOL S R O,INDUSTRIALS
SUBGROUP TUKAS CONSOLIDATED,CONSUMER DISCRETIONARY
JATD AGRO XI A S,CONSUMER STAPLES
"SVJ Vaskova 3, Krnov",REAL ESTATE
BOHEMIA WHEELS S R O,INDUSTRIALS
SV Ceska Kubice 105 -106,REAL ESTATE
SV 98 Dolinek,REAL ESTATE
NETEX SPOL S R O,CONSUMER DISCRETIONARY
EP LINE SE,CONSUMER DISCRETIONARY
VISUAL UNITY A S V LIKVIDACI,INFORMATION TECHNOLOGY
JS MAJETKOVA A S,INDUSTRIALS
PUMA CZECH REPUBLIC S R O,CONSUMER DISCRETIONARY
CZECHOSLOVAK OCEAN SHIPPING A S,INDUSTRIALS
CKD BLANSKO HOLDING A S,INDUSTRIALS
Group AFBH,INDUSTRIALS
EGOE KOVO A S,INDUSTRIALS
BD Ctverec,REAL ESTATE
Group Smarty,CONSUMER DISCRETIONARY
VMM S R O,INDUSTRIALS
"SV Zluticka 1621-1622,Plzen",REAL ESTATE
MONTEQ SERVIS S R O,INDUSTRIALS
PORSCHE IMMOBILIEN CZ SPOL S R O,REAL ESTATE
"ENVI-PUR, s.r.o.",INDUSTRIALS
ALTOS SOFTWARE S R O,INFORMATION TECHNOLOGY
"BD Malatova 91, Praha 5",REAL ESTATE
SVJ Zahradni 5179-5180,REAL ESTATE
SV Budovatelu 1774/6,REAL ESTATE
RT TORAX S R O,CONSUMER DISCRETIONARY
"SVJ Cankovska 827/4, K.Vary",REAL ESTATE
PIKAR BOHEMIA S R O,FINANCIALS
EDIKT A S,NOT RELEVANT
"GABENA, S.R.O. V LIKVIDACI",ENERGY
CYROM CZECH REPUBLIC S.R.O. V LIKVI,CONSUMER STAPLES
ELMA THERM SPOL S R O,NOT RELEVANT
EUCIA CZ A.S. V LIKVIDACI,INDUSTRIALS
BD Dzban,REAL ESTATE
KDN SYSTEM S.R.O.,INDUSTRIALS
Group Tovarna hasici techniky,CONSUMER DISCRETIONARY
"CANTABELA SERVIS, S.R.O.",INDUSTRIALS
CHEMOPHARMA VIDEN SPOL S R O,NOT RELEVANT
NEMOCNICE AGEL PODHORSKA A S,NOT RELEVANT
Druzstvo RUBENS,REAL ESTATE
KOCKA RADEK,NOT RELEVANT
HOZNOUR S.R.O.,INDUSTRIALS
"NA BELIDLE S.R.O, V LIKVIDACI",REAL ESTATE
"SVJ Brezenecka 4455-4460, Chomutov",REAL ESTATE
SLAG HANDLING S.R.O.,INDUSTRIALS
SBORAK INVEST S.R.O.,CONSUMER DISCRETIONARY
DURKOPP S.R.O.,CONSUMER DISCRETIONARY
LE INVESTMENT SPOL S R O,CONSUMER DISCRETIONARY
"SV Jaselska 1169,1170 a 1171",REAL ESTATE
VAMOZ CONSTRUCTION A.S.,INDUSTRIALS
AHREND A S,INDUSTRIALS
SV Mitusova 45,REAL ESTATE
ATL CZ S R O,INDUSTRIALS
DUSSMANN SERVICE S R O,INDUSTRIALS
VIA FAOC S R O,REAL ESTATE
HAMRSKA RENATA,NOT RELEVANT
SV Simackova 581-583,REAL ESTATE
TRANSPORTA TECHNOLOGY S R O,INDUSTRIALS
CHALUPA KAREL,NOT RELEVANT
Flexi Clinic s.r.o.,HEALTH CARE
SUBGROUP JARY CONSOLIDATED,INDUSTRIALS
"Cesko Britská Základní skola, s.r.o",CONSUMER DISCRETIONARY
JAROSLAV HRDLICKA,NOT RELEVANT
"KOVOVÉ PROFILY, SPOL. S R.O.",NOT RELEVANT
4roads s.r.o.,INDUSTRIALS
FUNGHI CZ A S,CONSUMER STAPLES
V D O GROUP S R O,INDUSTRIALS
RE INDUSTRIAL PARK S R O,INDUSTRIALS
BENES A LAT A S,MATERIALS
BONGOLAND S R O,CONSUMER DISCRETIONARY
NEMA DREVOSTAVBY S R O,REAL ESTATE
SKI KLUB USTI NAD ORLICI SPOL S R O,CONSUMER DISCRETIONARY
PROKES CO CZ S R O,CONSUMER DISCRETIONARY
SVJ domu Osmek 368/49 Prerov,REAL ESTATE
ALTA A S,INDUSTRIALS
MB TOOL s.r.o.,CONSUMER DISCRETIONARY
SYSMEDICAL S R O,HEALTH CARE
HRDINOVA PEKARKOVA MARKETA,NOT RELEVANT
SVJ Rerychova 16,REAL ESTATE
EA PARTNER S R O,CONSUMER DISCRETIONARY
JETBEE CZECH S R O,INDUSTRIALS
SVJ domu PET,REAL ESTATE
"SVJ Selicharova 1309-1311, HK",REAL ESTATE
STAVBY MOSTU A S,INDUSTRIALS
MPI TECH CZ S R O,INDUSTRIALS
SVJ Spartakiadni 269 a 270,REAL ESTATE
ENERGETIKA TRINEC A S,MATERIALS
RED RENT S R O,INDUSTRIALS
CHS EPI A S,MATERIALS
SKOFIN S.R.O.,NOT RELEVANT
ROJEK A.S.,INDUSTRIALS
VRTAL S.R.O.,CONSUMER STAPLES
EXACT FORESTALL S.R.O.,CONSUMER DISCRETIONARY
MM Board Czech s.r.o,NOT RELEVANT
ATT INVESTMENTS S R O,REAL ESTATE
ATLES TRADE A S,MATERIALS
GT PROGRES S R O,INDUSTRIALS
AKINU CZ S.R.O.,NOT RELEVANT
SADILEK TOMAS,NOT RELEVANT
SUBGROUP CESKA ZBROJOVKA CONSOLIDAT,INDUSTRIALS
SUN TECH IMPORT EXPORT S R O,CONSUMER STAPLES
UNIS A S,INDUSTRIALS
GRANTEX DOTACE S R O,FINANCIALS
PROXY HOLDING A S,INDUSTRIALS
"Vodnanska drubez, a.s.",CONSUMER STAPLES
AGROSPOL BREZNO SPOL. S R.O.,NOT RELEVANT
SMP ODPADY A S,INDUSTRIALS
Z F P S R O,FINANCIALS
"SV Gallasova 4, Brno",REAL ESTATE
"SVJ Chelcickeho 1177,1657,1658",REAL ESTATE
JATECNÍ 4 A.S. V LIKVIDACI,REAL ESTATE
ÖRDICZECH S.R.O.,CONSUMER DISCRETIONARY
Appolon Property s.r.o.,REAL ESTATE
ENERGO NWT S.R.O.,INFORMATION TECHNOLOGY
"BD Otinska 1022/44, Praha 5",REAL ESTATE
STRASNICKA STAVEBNI S R O,HEALTH CARE
"SV Dukelska 2267, 2268 Zatec",REAL ESTATE
LEKTRANS s.r.o.,INDUSTRIALS
EUROPE 1 STEEL S R O,INDUSTRIALS
UJV REZ A S,INDUSTRIALS
"Jan Ficek Drevovyroba, s.r.o.",MATERIALS
"BD Jiraskova 22, Brno",REAL ESTATE
CLA Corporate Finance s.r.o.,COMMUNICATIONS
INTEVA PRODUCTS CZECH REPUBLIC A S,CONSUMER DISCRETIONARY
SVJ 1658 v Roznove,REAL ESTATE
AMC Networks Central Europe s.r.o.,COMMUNICATIONS
ZEMEDELSKO OBCHODNI DRUZSTVO ZALSI,NOT RELEVANT
SMP CONSTRUCTION A S,INDUSTRIALS
CE LOKALITA 6 S R O,INDUSTRIALS
PENTA HOSPITALS PROPERTY S R O,HEALTH CARE
BD K Otocce 1877/22,REAL ESTATE
Liberec,REAL ESTATE
SV domu Dr. Trippe 1050,REAL ESTATE
SCHROTHOVY LECEBNE LAZNE S R O,HEALTH CARE
"Fortunella Property, s.r.o.",REAL ESTATE
"SV c.p. 1265-1267, Chocen",REAL ESTATE
WIKOV MGI A S,INDUSTRIALS
PROTECTON TECHNOLOGY S R O,INDUSTRIALS
Luna Property s.r.o.,REAL ESTATE
BORS Holding s.r.o.,INDUSTRIALS
DRUMEL A CO. S.R.O.,NOT RELEVANT
VETO CZ S R O,NOT RELEVANT
IVECO TRUCK CENTRUM S R O,CONSUMER DISCRETIONARY
Transport line Cargo s.r.o.,INDUSTRIALS
BUSHMAN S.R.O.,CONSUMER DISCRETIONARY
"IKEA Ceska republika, s.r.o.",CONSUMER DISCRETIONARY
PECHLAT JIRI,NOT RELEVANT
SUBGROUP DEDALO CONSOLIDATED,REAL ESTATE
PRONATAL NORD s.r.o.,HEALTH CARE
"SV J. Capka 738-740, Kladno",REAL ESTATE
Group Svetlik Jan,INDUSTRIALS
PRICEWATERHOUSECOOPERS AUDIT S R O,INDUSTRIALS
Technicke sluzby mesta Mostu a.s.,INDUSTRIALS
JULI MOTORENWERK S R O,INDUSTRIALS
Plastigram Industries a.s.,INDUSTRIALS
"SV Vita Nejedleho 611,Karvina",REAL ESTATE
FTMO EVALUATION GLOBAL S R O,CONSUMER DISCRETIONARY
"SV Komoranska 3116-3123, Most",REAL ESTATE
AMADEUS REAL ESTATE A S,REAL ESTATE
WERC ON PRAHA S R O,CONSUMER DISCRETIONARY
BD Frydlantska,REAL ESTATE
"SV Podlesi 426-427, V.M.",REAL ESTATE
TOPDENT S R O,HEALTH CARE
ELEKTROTECHNIKA A S,INDUSTRIALS
VYZKUMNY A ZKUSEBNI USTAV PLZEN S R,INDUSTRIALS
"SVJ 1.maje 168, Hradek",REAL ESTATE
EC - TECH a.s.,INDUSTRIALS
"SV pro dum Polska 140, Trutnov",REAL ESTATE
Group Volarik Miroslav,INDUSTRIALS
SENFINA LABS S R O,CONSUMER STAPLES
BIVOJ A S,CONSUMER STAPLES
"SV U Jezera 2044/8, Praha 5",REAL ESTATE
SUBGROUP AKKA INVEST CONSOLIDATED,INFORMATION TECHNOLOGY
CL EVANS S R O,INDUSTRIALS
ALTRON A S,INFORMATION TECHNOLOGY
Group R&S,UTILITIES
KOH I NOOR HARDTMUTH TRADE A S,NOT RELEVANT
JANKU MILAN,NOT RELEVANT
"LAUGO ARMS, S.R.O.",INDUSTRIALS
Group Accolade,REAL ESTATE
PPM FACTUM A S,COMMUNICATIONS
SVJ Mostecka 3578-3579,REAL ESTATE
MANTA COMMODITIES SE,UTILITIES
"SV U Stadionu 1503, Jirkov",REAL ESTATE
STONE CONNECTION CZECH s.r.o.,INDUSTRIALS
ALUINVEST S R O,UTILITIES
SVJ Cejkovicka 1 a 3,REAL ESTATE
TOBOLA JIRI,NOT RELEVANT
"Chytre bydlim Sever, BD",REAL ESTATE
SV domu c.p. 7 Krchleby,REAL ESTATE
BÜHLER CZ S.R.O.,INDUSTRIALS
GETURA PLUS SPOL S R O,INDUSTRIALS
ARGOS ELEKTRO A S,INDUSTRIALS
MIROS PARDUBICE A S,INDUSTRIALS
Vladan Janovsky,NOT RELEVANT
Stora Enso Timber Zdirec,NOT RELEVANT
HON A S,CONSUMER DISCRETIONARY
J.E.T. Trucking and Services s.r.o.,INDUSTRIALS
HUMPOLECKE STROJRNY HUMPOLEC,INDUSTRIALS
"ALTECH Mlada Boleslav, s.r.o.",NOT RELEVANT
ONDERKA EDUARD,NOT RELEVANT
HP ALUMINIUM S R O,MATERIALS
BONTONFILM A S,CONSUMER DISCRETIONARY
MOTOR JIKOV TLAKOVA SLEVARNA A.S.,NOT RELEVANT
BIESTERFELD SILCOM S R O,MATERIALS
AMYLON A S,CONSUMER STAPLES
TRANSDEV SLEZSKO A.S.,INDUSTRIALS
Driveto s.r.o.,FINANCIALS
Trans Solutions s.r.o.,INDUSTRIALS
"KOVOOBRÁBENÍ KBK,S.R.O.",INDUSTRIALS
WALBO ENGINEERING s.r.o.,INDUSTRIALS
REIFENWERK HEIDENAU GMBH CO PRODUKT,CONSUMER DISCRETIONARY
SKLOSTROJ TURNOV CZ S R O,INDUSTRIALS
LAN SHOP CZ S R O,CONSUMER DISCRETIONARY
V H V S R O,INDUSTRIALS
Paletovy servis plus s.r.o.,MATERIALS
BD Kolonada - Podebrady,REAL ESTATE
Spolecenstvi domu cp.258 Loket,REAL ESTATE
SVJ domu Na Honech III 4930,REAL ESTATE
ARMEX GLOBAL A S,INDUSTRIALS
"SOVA NET, s.r.o.",INFORMATION TECHNOLOGY
KLINER MARTIN,NOT RELEVANT
SVJ Cementarske sidliste 1298,REAL ESTATE
SV Rencova 23,REAL ESTATE
AREAL D1 S R O,CONSUMER DISCRETIONARY
N K METAL S R O,INDUSTRIALS
KENSINGTON LIBEREC A S,NOT RELEVANT
BLAHOVA MILADA,NOT RELEVANT
FCC CESKA REPUBLIKA S R O,INDUSTRIALS
PISTON RINGS KOMAROV S R O,CONSUMER DISCRETIONARY
MODUS SPOL S R O,INDUSTRIALS
STREDOMORAVSKÁ METALURGICKÁ A STROJ,INDUSTRIALS
SINFO SPOL S R O,MATERIALS
BD Ludovita Stura 1075,REAL ESTATE
NIVA A S,CONSUMER STAPLES
BD Sejbalove 888 a 889,REAL ESTATE
MARKIT CZ S R O,INFORMATION TECHNOLOGY
SEVEROTISK S R O,INDUSTRIALS
LAMA POWER A S,ENERGY
"SVJ B. Nemcove 2319/25, Prerov",REAL ESTATE
HEATEX CZECH REPUBLIC S R O,INDUSTRIALS
HAAS FERTIGBAU S R O,INDUSTRIALS
EKOSTAVBY BRNO A S,NOT RELEVANT
VLTAVOTYNSKA TEPLARENSKA A S,NOT RELEVANT
S M CZ S R O,UTILITIES
INVESTKONZULT A.S.,NOT RELEVANT
Detske ocni centrum s.r.o.,HEALTH CARE
DOMOPLAN REZIDENCE HVEZDOVA S R O,REAL ESTATE
BORI S R O,REAL ESTATE
AREAL ESSPE S R O,REAL ESTATE
"PROPERTY INTERNATIONAL, A.S.",CONSUMER DISCRETIONARY
SAUER TOMAS,NOT RELEVANT
BINAR JAROSLAV,NOT RELEVANT
AGRA ZVIKOV SPOL S R O,CONSUMER STAPLES
ZDENEK SKARKA,CONSUMER DISCRETIONARY
HNAECO S.R.O.,NOT RELEVANT
CANALETTO S.R.O. V LIKVIDACI,REAL ESTATE
TOPTRANS EU A S ORGANIZACNI SLOZKA,INDUSTRIALS
"SV domu Cornovova 47, Brno",REAL ESTATE
S M DEVELOP S R O,INDUSTRIALS
HARTING S R O,INFORMATION TECHNOLOGY
PARRY NEVILLE GEORGE,NOT RELEVANT
PIKOLA JOSEF,NOT RELEVANT
EUKRATE A S,CONSUMER DISCRETIONARY
SVJ v dome cp.203 ve Ckyni,REAL ESTATE
AZIMO LIBEREC A S,NOT RELEVANT
"SVJ Zikova 15,17, Olomouc",REAL ESTATE
I S T A R SPOLECNOST S RUCENIM OMEZ,INDUSTRIALS
"SVJ Ratiborska 1147-1148,Opava",REAL ESTATE
SV 28. rijna 94,REAL ESTATE
RECYKLACNI CHRANENA S.R.O.,MATERIALS
MATTONI 1873 A S,CONSUMER STAPLES
ALFEST LUCINA S R O,INDUSTRIALS
"SV Sidliste 326-327, M.Krumlov",REAL ESTATE
AUTOMYCKA EXPRESS S R O,CONSUMER DISCRETIONARY
KOMTERM ENERGY S R O,UTILITIES
TELMAX s.r.o.,INFORMATION TECHNOLOGY
FEHRER BOHEMIA S R O,CONSUMER DISCRETIONARY
HTL SERVIS spol. s r.o.,REAL ESTATE
SBD Chomutov,REAL ESTATE
"SVJ A.Sovy 1216/26, Opava",REAL ESTATE
ARMOBET S R O,INDUSTRIALS
DAGROS S R O,INDUSTRIALS
Spolecenstvi pro dum Machova 3,REAL ESTATE
FUKMA A S,NOT RELEVANT
MEOPTA S.R.O.,INFORMATION TECHNOLOGY
OVERKILL CROCUS S R O,INFORMATION TECHNOLOGY
SV U Malvazinky 150,REAL ESTATE
"SV Petra Bezruce 107,109,110",REAL ESTATE
CERVA CZ S R O,INDUSTRIALS
SEA ZLIN S R O,INDUSTRIALS
"SV Tyrsova 1328, Vsetin",REAL ESTATE
BD Klaster Novy Bydzov,REAL ESTATE
ALPENEST S R O,MATERIALS
FARMA SUMAVA S R O,CONSUMER STAPLES
SUPRAPHON A S,CONSUMER DISCRETIONARY
SIMEK KAREL,NOT RELEVANT
NONCORE A S,FINANCIALS
"HA.EM OSTRAVA, s.r.o.",MATERIALS
OSECKA ZEMEDELSKA A OBCHODNI SPOLEC,CONSUMER STAPLES
"MESIT stredni skola, o.p.s.",CONSUMER DISCRETIONARY
GASTRO - MENU EXPRESS A.S.,CONSUMER STAPLES
CEZ DISTRIBUCE A S,UTILITIES
WOODCOTE GROUP A S,MATERIALS
STREDOCESKE OBALOVNY A S,INDUSTRIALS
SUBGROUP CGE CONSOLIDATED,CONSUMER DISCRETIONARY
IGRO S R O,INDUSTRIALS
NOPROSU s.r.o.,INDUSTRIALS
MRAZ PETR,NOT RELEVANT
SV Brichtova 820-821 Praha 5,REAL ESTATE
SV Schweitzerova 381-382,REAL ESTATE
MADER S R O,CONSUMER DISCRETIONARY
"SVJ Zborovska 19/814, Praha 5",REAL ESTATE
"SV Maroldova 1201, Uvaly",REAL ESTATE
Blachotrapez spol. s r.o.,MATERIALS
DEMOS SPOL S R O,UTILITIES
RENOMIA NETWORK S R O,FINANCIALS
HNIDEK TRANSPORT A S,INDUSTRIALS
REZIDENCE ZÁMECKÁ SOKOLOV S.R.O.,REAL ESTATE
SPECIAL SERVICE INTERNATIONAL SPOL,CONSUMER DISCRETIONARY
HEATON K S,HEALTH CARE
SUBGROUP SEV EN CESKA ENERGIE,UTILITIES
KAUFLAND CESKA REPUBLIKA V O S,CONSUMER STAPLES
KANOK MARTIN,NOT RELEVANT
XX GROUP S R O,REAL ESTATE
"SV Nerudova 940, HK",REAL ESTATE
AUTO PALACE BRNO S R O,CONSUMER DISCRETIONARY
SV c.p. 2283,REAL ESTATE
"SPEA Olomouc, s. r. o.",HEALTH CARE
VIENNA POINT A S,REAL ESTATE
AHC SENIOR CENTRUM NOVÁ ROLE S.R.O.,HEALTH CARE
KOHOUT ALES,NOT RELEVANT
STYROFINANCE A S,INDUSTRIALS
GAMA OCEL SPOL S R O,INDUSTRIALS
Group Passer Radim,REAL ESTATE
AUDIO PARTNER S R O,CONSUMER DISCRETIONARY
JOS TIMBER S.R.O.,NOT RELEVANT
U C H A S V LIKVIDACI,NOT RELEVANT
SCHOOLINVEST S.R.O. V LIKVIDACI,NOT RELEVANT
VRTNÝ A GEOLOGICKÝ PRUZKUM S.R.O.,INDUSTRIALS
VENTILE FITTINGS PRAHA SPOL S R O,INDUSTRIALS
VOJTECH JAROSLAV,NOT RELEVANT
ENRAMA a.s.,INDUSTRIALS
ALNIA A S,NOT RELEVANT
Group U.C.H.,INFORMATION TECHNOLOGY
"TOURING BOHEMIA, S.R.O., V LIKVIDAC",INDUSTRIALS
"ZOSI HOLDING, s.r.o.",INDUSTRIALS
"CREDO INT., SPOL. S R.O. V LIKVIDAC",NOT RELEVANT
CES EPLATBY A S,INFORMATION TECHNOLOGY
HANDICAP VYROBNI DRUZSTVO INVALIDU,INDUSTRIALS
IBM CESKA REPUBLIKA SPOL S R O,INFORMATION TECHNOLOGY
DOPRAVNI PODNIK MESTA BRNA A S,INDUSTRIALS
"KLIMEX CZ, S.R.O.",INDUSTRIALS
AEC A.S.,INDUSTRIALS
OPTIMONT 2000 S R O,MATERIALS
SVJ Pincova 2971 a 2972,REAL ESTATE
Fortuna Entertainment Group a.s.,CONSUMER DISCRETIONARY
TOP PRINT PACKAGING S R O,MATERIALS
CORD BLOOD CENTER CZ,HEALTH CARE
TSS GRADE A S POBOCKA CESKA REPUBLI,INDUSTRIALS
VYDOS BUS a.s.,INDUSTRIALS
SV U Kotelny 531/14,REAL ESTATE
EXCALIBUR ARMY SPOL S R O,INDUSTRIALS
MACH DRUBEZ A S,CONSUMER STAPLES
SV Aloisina vysina 445,REAL ESTATE
"Radostne bydlet, BD",REAL ESTATE
ABIENNALE s.r.o.,INDUSTRIALS
"SVJ Hlavni 89, Kryry",REAL ESTATE
QUABUS REKONSTRUKCE POTRUBI S R O,INDUSTRIALS
MIRRA CZECH. S.R.O.,INDUSTRIALS
EMCO SPOL S R O,CONSUMER STAPLES
SV Elektrarenska 5702/11,REAL ESTATE
SV Pampeliskova 870,REAL ESTATE
SUBGROUP BTT CONSOLIDATED,CONSUMER DISCRETIONARY
Subgroup Pforte,INDUSTRIALS
Elematec Europe s.r.o.,INFORMATION TECHNOLOGY
SUBGROUP ENERGYCLOUD CONSOLIDATED,UTILITIES
BD Sokolovska 1335,REAL ESTATE
EKOL ENERGO s.r.o.,INDUSTRIALS
CESKA TELEVIZE,COMMUNICATIONS
"SVJ cp. 13, 14, 15",REAL ESTATE
SV Spartakiadni 265,REAL ESTATE
BS - BUILD SERVIS SPOL. S R.O.,INDUSTRIALS
BD Sokolovska 145/66,REAL ESTATE
SAFETY GROUP A S,INDUSTRIALS
Z-Group a.s.,CONSUMER DISCRETIONARY
JIHOCESKÁ CENTRÁLA CESTOVNÍHO RUCHU,NOT RELEVANT
AKCENTA CZ A S,NOT RELEVANT
"SVJ Jeronymova 395, FM",REAL ESTATE
