place_category,separate_ending,frequency
depression,<NONE>,11
stream,<NONE>,126
populated place,<NONE>,263
glacier,<NONE>,25
elevation,<NONE>,130
elevated area,<NONE>,22
elevation,Barzond,5
populated place,Digora,3
stream,Don,8
elevation,Khokh,12
elevation,Kokh,2
populated place,Kokh,2
elevation,Tupur,3
populated place,Yurt,2
