name,industry
SOF MEDICA SRL,HEALTH CARE
EXPOTEHNICA SRL,INDUSTRIALS
TOTAL TECHNOLOGIES SRL,INFORMATION TECHNOLOGY
PARALELA 45 TURISM SRL,CONSUMER DISCRETIONARY
LOCKET TRADING SRL,CONSUMER DISCRETIONARY
FERTIAGRO GRAINS SRL,CONSUMER STAPLES
CONFECTII INTEGRATE MOLDOVA SRL,CONSUMER DISCRETIONARY
BRAICONF SA,CONSUMER DISCRETIONARY
AHEAD LOGISTICS SRL,INDUSTRIALS
GINAVIDOR SRL,CONSUMER STAPLES
MOBILA SA,CONSUMER DISCRETIONARY
FERMA BIO MUNTENIA,CONSUMER STAPLES
KONTRON SERVICES ROMANIA S.R.L,INFORMATION TECHNOLOGY
CORINT RESTAURARE SRL,CONSUMER DISCRETIONARY
ARTOIL SRL,INDUSTRIALS
AJVPS VALCEA,INDUSTRIALS
PRESTARI SERVICII MUNICIPALE MORENI,INDUSTRIALS
ARGIF SA,INDUSTRIALS
BOCHERA SRL,CONSUMER STAPLES
BUILDING STEFAN AOP SRL,REAL ESTATE
KLEEMANN LIFT RO SRL,INDUSTRIALS
CONSMIN SA,INDUSTRIALS
CROMEET SRL,MATERIALS
BIOCHEM SRL,MATERIALS
MANASTIREA SF.GHEORGHE GURA VAII,NOT RELEVANT
VODAFONE ROMANIA M-PAYMENTS SRL,FINANCIALS
COBRA SECURITY SRL FILIALA MUNTENIA,INDUSTRIALS
AUTOTRANSILVANIA SRL,NOT RELEVANT
ADMINISTRATIA BAZINALA DE APA ARGES,UTILITIES
ORGADATA ROMANIA SRL,INFORMATION TECHNOLOGY
ORTOPEDICA SRL,HEALTH CARE
PROGECO ROMANIA SRL,NOT RELEVANT
LEONHARD WEISS RO SRL,NOT RELEVANT
MIDOCAR SRL,CONSUMER DISCRETIONARY
SOLEXPERT COMPANY SRL,INDUSTRIALS
TRESCAL ROMANIA SRL,INDUSTRIALS
CHEMIGRAIN SRL,CONSUMER STAPLES
EUXIN PORT GAL SRL,INDUSTRIALS
SURVEY TOPO SOLUTIONS SA,INDUSTRIALS
DELTAMED AVIATION SRL,CONSUMER DISCRETIONARY
OXYGEN FINANCE,INDUSTRIALS
MORANI SERVICE SRL,REAL ESTATE
KILLER SRL,CONSUMER STAPLES
PHARMALIFE MED SRL,HEALTH CARE
SUPERBET RETAIL SA,CONSUMER DISCRETIONARY
GROUP DANBRED,CONSUMER STAPLES
FARMACIA FLORINA SRL,CONSUMER STAPLES
MILLER CENTRE SRL,REAL ESTATE
BIGRITRANS SRL,INDUSTRIALS
GROUP WOMA,INDUSTRIALS
AQUACARAS SA,UTILITIES
GROUP ETA,CONSUMER STAPLES
NXDATA SRL,COMMUNICATIONS
GROUP HELP FARM,CONSUMER STAPLES
SMART DIESEL SRL,CONSUMER DISCRETIONARY
ALX-ROM SRL,CONSUMER STAPLES
TECHNICAL SERVICES GROUP-TSG ROMANI,CONSUMER DISCRETIONARY
PHARMNET PLUS SRL,HEALTH CARE
SERVICE AUTOMOBILE IASI SA,CONSUMER DISCRETIONARY
PORSCHE BROKER DE ASIGURARE SRL,FINANCIALS
A&V AREAS&VOLUMES,INDUSTRIALS
CRISTIAN A PENESCU,NOT RELEVANT
CITY ROSE PARK SRL,REAL ESTATE
ASOCIATIA IDEI PENTRU VIITOR,NOT RELEVANT
DRUM CONSTRUCT SRL,INDUSTRIALS
ALBO TOUR SRL,NOT RELEVANT
PORT ROMANEL SRL,INDUSTRIALS
REMAT SA BOTOSANI,NOT RELEVANT
ATLASSIB SRL,INDUSTRIALS
AGRO FRESHPARK SRL,FINANCIALS
ARVI AGRO SRL,NOT RELEVANT
EKO LEASING SOLUTIONS,FINANCIALS
PENTALOG ROMANIA SRL,INFORMATION TECHNOLOGY
GROUP DN AGRAR,CONSUMER STAPLES
ORIENT SRL,INDUSTRIALS
JUMP ROMANIA SRL,INDUSTRIALS
SIBPHARMAMED SRL,CONSUMER STAPLES
AVIVA SRL,CONSUMER DISCRETIONARY
MIKLOS STEEL SRL,INDUSTRIALS
GROUP MEDLIFE,HEALTH CARE
ADD QUALITY CONCEPT SRL,CONSUMER STAPLES
ATLANTIS ENGINEERING SRL,INDUSTRIALS
FERBAT SERV SRL,INDUSTRIALS
GEORGIO FAST SRL,CONSUMER DISCRETIONARY
IMOPOST DEVELOPMENTS SA,REAL ESTATE
TERMICA BRAD SA,UTILITIES
INTERNATIONAL ALEXANDER RAILWAY SRL,INDUSTRIALS
LABORMED-PHARMA SA,HEALTH CARE
ANCHOR TRAVEL SRL,CONSUMER DISCRETIONARY
SWEAT CONCEPT ONE S.A,CONSUMER DISCRETIONARY
PULSE INVESTMENTS SRL,INFORMATION TECHNOLOGY
TREFO SA,NOT RELEVANT
SOMPRODUCT SRL,CONSUMER DISCRETIONARY
GROUP LEA GROUPE,FINANCIALS
ASOC DE VANAT SI PESCUIT SPORTIV LO,INDUSTRIALS
MHS TRUCK & BUS SRL,INDUSTRIALS
MOARA ZUF PRODUCT SRL,CONSUMER STAPLES
BUSINESS LEASE ROMANIA S R L,FINANCIALS
MAS PROPERTY HOLDING SRL,REAL ESTATE
PANIFICATIE TRADITIONALA SRL,CONSUMER STAPLES
KLIGOR SRL,CONSUMER STAPLES
DIGI ROMANIA SA,COMMUNICATIONS
AUTODEL HOLDING SRL,CONSUMER DISCRETIONARY
VITESCO TECHNOLOGIES ROMANIA SRL,CONSUMER DISCRETIONARY
HISTRIA SHIPMANAGEMENT SRL,INDUSTRIALS
TINICHIGERIA SRL,INDUSTRIALS
GROUP BURLACU TRANS COM,INDUSTRIALS
PALD ENGINEERING SRL,INDUSTRIALS
CODY QZIL S.R.L,INDUSTRIALS
CROSS CARGO LOGISTICS SRL,INDUSTRIALS
EXPRESKURIER INTERNATIONAL IMPEX SR,INDUSTRIALS
VDS DEVELOPMENT SERVICES SRL,INDUSTRIALS
SCOLOPAX SRL,MATERIALS
AGRO DENTRANS SRL,INDUSTRIALS
FRIGOCONTI SRL,INDUSTRIALS
ROMWOOD SA,MATERIALS
ZIROM SA,MATERIALS
IZO VILLAS STIL SRL,NOT RELEVANT
GROUP ESPRIT GROUP,MATERIALS
UNISTAL PLUS SRL DEVA,CONSUMER DISCRETIONARY
GROUP TEXDATA,CONSUMER DISCRETIONARY
MECANPETROL SA,ENERGY
Asociatia benzinarilor privati,NOT RELEVANT
DELISA INVEST 2002 SRL,NOT RELEVANT
STEVEN C VAN GRONINGEN,NOT RELEVANT
REBAK INGREDIENTS SRL,CONSUMER STAPLES
ROMULUS V NICOLAE,NOT RELEVANT
GEIGER-BOEGL SRL,NOT RELEVANT
3 X 3 SRL,NOT RELEVANT
MEGAFRUCT SRL,CONSUMER STAPLES
ASOCIATIA A V P COCOSARUL,NOT RELEVANT
DECO PLAST SRL,INDUSTRIALS
BONA AVIS SRL,CONSUMER STAPLES
ELECTROCENTER DUE SRL,INDUSTRIALS
INTRANET COMPUTER SYSTEMS SRL,INFORMATION TECHNOLOGY
PECEF AMBIENT SRL,INDUSTRIALS
ZOORK S.R.L.,INDUSTRIALS
UNIOIL SRL,INDUSTRIALS
MEDIFILL DISTRIBUTION SRL,CONSUMER DISCRETIONARY
PLASTIC ELEMENTS SRL,INDUSTRIALS
UZINA TERMOELECTRICA PRODUCTION GIU,UTILITIES
GLOBAL GRAIN INTERNATIONAL SRL,CONSUMER STAPLES
VECTRA LOGISTIC SRL,INDUSTRIALS
LEGUME FRUCTE ROUA COOPERATIVA AGRI,CONSUMER STAPLES
A&C TRANS COMPANY INTERNATIONAL SRL,INDUSTRIALS
ALLIANCE HEALTHCARE ROMANIA SRL,HEALTH CARE
HAM TEHNIC SRL,INDUSTRIALS
A E P S U P ARGES,UTILITIES
ECO GREEN PICK SRL,INDUSTRIALS
INTERNATIONAL ORIENT EXPRES SRL,CONSUMER DISCRETIONARY
PROCERA AGROCHEMICALS ROMANIA SRL,MATERIALS
VAL-CON SRL,NOT RELEVANT
RURAL CAPITAL UNU SRL,FINANCIALS
ACORUS SERV SRL,HEALTH CARE
IAT ENGINEERING & DESIGN SRL,ENERGY
ASOCIATIA GENERALA A INGINERILOR DI,NOT RELEVANT
MOVI SPORT SRL,COMMUNICATIONS
UBM PROTEIN SRL,CONSUMER STAPLES
ABCDD CEREAL TRADING SRL,CONSUMER STAPLES
CUC ADRIANA IND,CONSUMER DISCRETIONARY
ESTMOTORS TRADE SRL,CONSUMER DISCRETIONARY
BEGA CHIM SA,NOT RELEVANT
LEGNONIC SRL,CONSUMER STAPLES
ICIM ARAD SA,NOT RELEVANT
GROUP NEMO EXPRES,INDUSTRIALS
S.C. Oltchim S.A.,MATERIALS
CABLETEAM SRL,INFORMATION TECHNOLOGY
MARCEL PROD SRL,CONSUMER DISCRETIONARY
LIV INTERNATIONAL,NOT RELEVANT
AGRANA BUZAU SRL,CONSUMER STAPLES
PORT TRANS SRL,INDUSTRIALS
AS.DE VANATOARE SI PESCUIT SPORTIV,NOT RELEVANT
EUCASTING RO SRL,CONSUMER DISCRETIONARY
RADACINI MOTORS BRASOV SRL,CONSUMER DISCRETIONARY
SENSY TOUCH SRL,INFORMATION TECHNOLOGY
DENSUSIANA PROD SRL,NOT RELEVANT
ALT ALECO GROUP SRL,CONSUMER DISCRETIONARY
PLETL SRL,INDUSTRIALS
LC PACKAGING COVROM SRL,MATERIALS
ART STATION ONE S.R.L,INDUSTRIALS
TECHNICAL DIE-CASTING SRL,MATERIALS
KRAFTANLAGEN ROMANIA SRL,INDUSTRIALS
EUROCAS-TEHNICA ALIMENTARA SRL,CONSUMER STAPLES
LUCONS SRL,MATERIALS
DANBRED ARGES SRL,CONSUMER STAPLES
MIHAI L ALEXE,NOT RELEVANT
AVPS ACVILA,INDUSTRIALS
IBC TRADING IMOBILIARE SRL,REAL ESTATE
SUBGROUP POULTRY,CONSUMER STAPLES
OMV PETROM MARKETING SRL,INDUSTRIALS
SOCIETATEA ENERGETICA ELECTRICA SA,UTILITIES
VICOL GENERATION BUSINESS-ROMANIA S,CONSUMER DISCRETIONARY
TRANS BARTHA SRL,INDUSTRIALS
RISTORO FOOD SERVICES,CONSUMER STAPLES
EOL ENERGY MOLDOVA SRL,UTILITIES
NALCO INTERNATIONAL SRL,CONSUMER DISCRETIONARY
LA FANTANA SRL,CONSUMER STAPLES
READYMIX ROMANIA SRL,NOT RELEVANT
NATIONAL INSTAL CONSTRUCT SRL,NOT RELEVANT
OFFICE 1 SRL,NOT RELEVANT
CIE MATRICON SA,MATERIALS
GROUP European Drinks,NOT RELEVANT
EASTERN EUROPE SERVICES SRL,CONSUMER DISCRETIONARY
MIDTOWN RETAIL SRL,REAL ESTATE
Helios TopCo SA,INDUSTRIALS
ATA ODORHEI SA,REAL ESTATE
BENE INTERNATIONAL SRL,NOT RELEVANT
NECULAI DUMITRU,NOT RELEVANT
DONATIRO SRL,INDUSTRIALS
INTERFRIG 1912 PGA SRL,REAL ESTATE
EL CASIO COM SRL SLOBOZIA,CONSUMER STAPLES
TID OLTENIA,NOT RELEVANT
BIVARIA GRUP SRL,HEALTH CARE
INIDAN SRL,CONSUMER DISCRETIONARY
WALOR RO SRL,INDUSTRIALS
IZOPOL SRL,MATERIALS
VITALL SRL,CONSUMER STAPLES
SWIETELSKY CONSTRUCT SRL,INDUSTRIALS
ALUSYSTEM SRL,INDUSTRIALS
SC ARAL ENERGY SRL,NOT RELEVANT
ARIS ENGINEERING S.R.L.,INDUSTRIALS
UTI SECURITY ENGINEERING SA,NOT RELEVANT
ALMET SA,MATERIALS
BHL PRODUKTION SRL,MATERIALS
SALCO SERV SA,INDUSTRIALS
SECOM HEALTHCARE S R L,HEALTH CARE
OCOLUL SILVIC PRIVAT TARGU SECUIESC,INDUSTRIALS
TECHNO DOPO TOTAL S.R.L,MATERIALS
CLARFON SA,CONSUMER DISCRETIONARY
SC PANEL LAND S R L,INDUSTRIALS
SUBGROUP PEHART,CONSUMER STAPLES
DEPOZIT IZO VILLAS S R L,NOT RELEVANT
TRADISA ROMANIA SRL,INDUSTRIALS
AUTOMOTIVE BUSINESS CLUB SRL,REAL ESTATE
AUGUST PROD SRL,NOT RELEVANT
POMPONIO CONSTRUCTII SRL,INDUSTRIALS
SUBGROUP PREMIUM PORC,CONSUMER STAPLES
DAY AGRO CENTER SRL,NOT RELEVANT
AVIS 3000 SA MINTIA,NOT RELEVANT
FARMACIA MAICA DOMNULUI SRL,CONSUMER STAPLES
GATA & GO SRL,INDUSTRIALS
HEROM SRL,CONSUMER DISCRETIONARY
FEROPLAS IND SRL,INDUSTRIALS
SC OLANESTI RIVIERA SA,CONSUMER DISCRETIONARY
GROUP REGALO,CONSUMER STAPLES
ROMBUS TRANSPORT,INDUSTRIALS
ASOCIATIA OGARII SANNICOLAU MARE,NOT RELEVANT
BELLA CONSULTING,INDUSTRIALS
GHEORGHE O BUCSAN,NOT RELEVANT
TELECERNA SRL,NOT RELEVANT
ELMAFARM SRL,CONSUMER STAPLES
ALL PROVIDING IN FALIMENT,CONSUMER STAPLES
DELALINA SRL,UTILITIES
BIESSEN PHARMA SRL,HEALTH CARE
AVPS ARTEMIS RAMNICU-VALCEA,INDUSTRIALS
"SERV PUB ECOLOGIE, PEISAGISTICA SI",INDUSTRIALS
AVICOLA POIANA SRL,CONSUMER STAPLES
EMMA FINANCE SK A S,UTILITIES
FARMACIA UNICA SRL,HEALTH CARE
GROUP PLETL,INDUSTRIALS
ROM BALKANELLAS IMPEX SRL,CONSUMER STAPLES
SPEED OIL SRL,ENERGY
TELETEXT SRL,CONSUMER STAPLES
EMOBILITY CHARGING SRL,CONSUMER DISCRETIONARY
GROUP UNICOM GROUP,ENERGY
GROUP DSC SPEDITION,INDUSTRIALS
GEIGER BRASOV SRL,INDUSTRIALS
RIVALY CH SRL,CONSUMER STAPLES
GENERAL CAPITAL TEAM SRL,REAL ESTATE
SAMOS SRL,CONSUMER STAPLES
MERIDIAN OCAZIE SRL,CONSUMER DISCRETIONARY
GLACIAL PROD SRL,INDUSTRIALS
DANUBIA FARMING WEST PART SRL,NOT RELEVANT
LAND BARON SRL,NOT RELEVANT
UCM RESITA SA,NOT RELEVANT
VETCARE PLUS SRL,HEALTH CARE
MIMO TRADING CORPORATION,CONSUMER STAPLES
LAZAR SRL,INDUSTRIALS
UNITED PRINT,MATERIALS
BELSUINTEST SRL,CONSUMER STAPLES
LAMDRO SA,MATERIALS
DACRIS IMPEX SRL,CONSUMER DISCRETIONARY
ASOCIATIA PRO-ECONOMIC,NOT RELEVANT
MAGNET SCHULTZ ROMANIA SRL,INDUSTRIALS
ZOOT SRL,CONSUMER DISCRETIONARY
APPLE TREE FARM SRL,CONSUMER STAPLES
PETROLEXPORTIMPORT SA,INDUSTRIALS
FRAHER SRL,CONSUMER STAPLES
FORUM STORE INVESTMENTS SRL,REAL ESTATE
ELECTRICA FURNIZARE SA,UTILITIES
GLOBAL ENVIROTECH SRL,INDUSTRIALS
RESCO RETAIL SA,CONSUMER STAPLES
GROUP E-P Rail,INDUSTRIALS
WELDE ROMANIA SRL,INDUSTRIALS
VIAROM CONSTRUCT SRL,INDUSTRIALS
MULTINVEST PROIECTARE S.R.L.,INDUSTRIALS
LEBOSOL ROMANIA SRL,MATERIALS
Ion,FINANCIALS
SUBGROUP ANTENNA ROMANIA,COMMUNICATIONS
ALBO DISTRIBUTION SRL,NOT RELEVANT
OPERA CENTER ONE SRL,NOT RELEVANT
PRIMERA AGRO,CONSUMER STAPLES
KUANTIQ DISTRIBUTION,FINANCIALS
BUSINESS SOLUTION PROVIDER GROUP SR,INFORMATION TECHNOLOGY
HIPERION SA,INDUSTRIALS
EUROTIMBER S.E. SRL,NOT RELEVANT
TRANSWORL INVESTMENT SRL,NOT RELEVANT
EURO POOL SYSTEM RO SRL,INDUSTRIALS
TRANS ABS IMPEX SRL,CONSUMER DISCRETIONARY
NISSA DESIGN SRL,CONSUMER DISCRETIONARY
GLOBAL KLKN SERVICES SRL,INDUSTRIALS
MONTECRISTO RETAIL RO SRL,CONSUMER DISCRETIONARY
VASILIADA SRL,CONSUMER STAPLES
FLASH AUTOMATE DE CAFEA S R L,CONSUMER DISCRETIONARY
CASA AUTO SRL,CONSUMER DISCRETIONARY
LAUROM SOLUTIONS SRL,CONSUMER STAPLES
AUTOCORA GRUP SRL,CONSUMER DISCRETIONARY
TOTAL NETWORK SOLUTION,INFORMATION TECHNOLOGY
DENIMED CLEANING SRL,CONSUMER DISCRETIONARY
ECO-SAL SA,INDUSTRIALS
REWE ROMANIA SRL,CONSUMER STAPLES
ENERGOUTIL CONTACT SA,INDUSTRIALS
PPC RENEWABLES ROMANIA,UTILITIES
ECO PARTNERSHEEP INSULATION S.R.L,CONSUMER DISCRETIONARY
GROUP AROBS,INFORMATION TECHNOLOGY
SCHADE ROMANIA SRL,NOT RELEVANT
IVAS-CO SRL,NOT RELEVANT
ADRIA SRL,NOT RELEVANT
SERVICII DE SALUBRIZARE SRL,INDUSTRIALS
PALTINU SA,NOT RELEVANT
GRESTINCOM SRL,MATERIALS
GRISCO CONSTRUCT SRL,NOT RELEVANT
GROUP DAN STEEL,MATERIALS
SPITALUL JUD URG.CL.DR.POMPEI SAMAR,HEALTH CARE
AUTO DRIVE CENTER SRL,CONSUMER DISCRETIONARY
ICONIC DISTRIBUTIE SRL,CONSUMER STAPLES
ITSDONE ROMANIA SRL,INFORMATION TECHNOLOGY
DYNAMIC SELLING GROUP SRL,MATERIALS
CONTI SA,INDUSTRIALS
NOVA CHEM SRL,MATERIALS
ORG UTILIZ DE APA PT IRIGATII LUCIU,NOT RELEVANT
COMUNA BRAHASESTI,NOT RELEVANT
SELETTRA EUROPE,INDUSTRIALS
GROUP DICOR LAND,INDUSTRIALS
AROBS BUSINESS SERVICES S R L,INFORMATION TECHNOLOGY
IRUM SA,INDUSTRIALS
HIDROELECTRICA SA,UTILITIES
ELENA ALEXANDRA BUSINESS S.R.L,CONSUMER STAPLES
CONSTRUCTORUL CANDA SRL,INDUSTRIALS
ASOC VANT SI PESC SPORT LOPATARUL 2,INDUSTRIALS
TRANS-PRIMA SRL,INDUSTRIALS
VERITAS DEVELOPMENT SRL,REAL ESTATE
COMNORD,NOT RELEVANT
COMINCO SA BUCURESTI SUC BUCOVINA F,NOT RELEVANT
ELECTRIC PLUS SRL,INDUSTRIALS
DRUSAL SA,INDUSTRIALS
SAM TRADE,NOT RELEVANT
GROUP CORD,CONSUMER STAPLES
LACTAG SA,CONSUMER STAPLES
CONFORT INTERMED SRL,NOT RELEVANT
ELECTROLUX ROMANIA SA,NOT RELEVANT
AGROCOMPLEX BIRLAD SA,CONSUMER STAPLES
CONCORDIA AGRO SRL,CONSUMER STAPLES
ROMANEL HARDWOOD SRL,MATERIALS
IRIDIUM CONSTRUCT INSTAL SRL,INDUSTRIALS
ANDRITZ HYDRO GMBH RAV GERM SUC BUC,NOT RELEVANT
PAMMINGER RO,NOT RELEVANT
SUBGROUP TCE MOBILE,CONSUMER STAPLES
BON TON CONSTRUCT SRL,NOT RELEVANT
ASTERIX SRL,CONSUMER STAPLES
MES SA SUCEAVA,NOT RELEVANT
COMFERT SRL,MATERIALS
AGRANA ROMANIA SRL,CONSUMER STAPLES
NORD SCALA SRL,MATERIALS
HELVE SERVICE SRL,INDUSTRIALS
ECO-CAR SRL,CONSUMER DISCRETIONARY
PET NETWORK EUROPE SRL,CONSUMER STAPLES
MUNAX SRL,INDUSTRIALS
INDUSTRIAL PROCES PAPER SRL,INDUSTRIALS
WIP INDUSTRIES ROMANIA SRL,CONSUMER DISCRETIONARY
THERMOSYSTEM CONSTRUCT CORPORATION,MATERIALS
ADIDANA SRL,MATERIALS
MBK POWER ENERGY SRL,INDUSTRIALS
IMPEX AURORA SRL,NOT RELEVANT
STIMET SA,NOT RELEVANT
S.F. TEX SA,CONSUMER DISCRETIONARY
ELECTROPRECIZIA AG SRL,INDUSTRIALS
CEREALCOM GALATI SA,CONSUMER STAPLES
GROUP ELECTROPRECIZIA,INDUSTRIALS
INA INTERNATIONAL SRL,CONSUMER STAPLES
TELLURIUM CHEMICAL CO SRL,MATERIALS
Pluto MidCo S.á.r.l,CONSUMER STAPLES
ARI INVEST SRL,UTILITIES
TOP LAC SERVICE COTROCENI SRL,CONSUMER DISCRETIONARY
HIAROM INVEST SRL,INDUSTRIALS
PALUNI,INDUSTRIALS
Schaeffler Romania S.R.L.,CONSUMER DISCRETIONARY
SCALA ASSISTANCE SRL,INDUSTRIALS
ALUKONIGSTAHL SIST DE ALUM OT SI PL,INDUSTRIALS
DELTABLOC RO SRL,INDUSTRIALS
ANIDORA CONSTRUCT 2012 SRL,MATERIALS
PILICI STILA IND,CONSUMER STAPLES
EXPLOATARE SISTEM ZONAL PRAHOVA SA,UTILITIES
TITANIC GRUP SRL,INDUSTRIALS
ELBORIS COM SRL,CONSUMER STAPLES
ELAN TRIO,NOT RELEVANT
BIACI MED SRL,HEALTH CARE
EUROVIA AGRO SRL,NOT RELEVANT
STIMIN INDUSTRIES SA,NOT RELEVANT
AGRIROM SRL,NOT RELEVANT
VINCHI ELECTRONIC GROUP,CONSUMER DISCRETIONARY
Opera Center Two SRL,NOT RELEVANT
RIRBRO ESTATE MANAGEMENT SRL,NOT RELEVANT
SC MORANDI-COM SRL,CONSUMER STAPLES
AGROCOOP SRL IN FALIMENT,CONSUMER STAPLES
ANTREPRIZE REZIDENTIALE SRL,REAL ESTATE
SUBGROUP DUVENBECK ROMANIA,INDUSTRIALS
AUTO MOTO PREST SRL,REAL ESTATE
REIF INFRA SRL,INDUSTRIALS
BOEHRINGER INGELHEIM RCV GMBH&CO KG,HEALTH CARE
CEREAL N. V. SRL,CONSUMER STAPLES
Group Superbet,CONSUMER DISCRETIONARY
QUOKA SRL,COMMUNICATIONS
MODERN BAU SRL,INDUSTRIALS
PAM WOOD 2001 SRL,MATERIALS
COMET IMPEX SRL,CONSUMER STAPLES
CRISTITA SRL,INDUSTRIALS
AUTOBON PARTS & TYRES SRL,CONSUMER DISCRETIONARY
TRW AIRBAG SYSTEMS SRL,CONSUMER DISCRETIONARY
SOLOMED CLINIC S A,HEALTH CARE
FILDER DHR SRL,CONSUMER DISCRETIONARY
DMV AVIATECH SRL,INDUSTRIALS
AMEROPA BIOTECH SRL,MATERIALS
ALMA TIM DISTRIBUTION SRL,CONSUMER STAPLES
GROUP SAVCOM,CONSUMER STAPLES
SIEVO PROCUREMENT ANALYTICS SRL,INFORMATION TECHNOLOGY
INDY GO,INDUSTRIALS
WEST CO IMPEX SRL,INDUSTRIALS
ROMTANK SRL,INDUSTRIALS
XALANDINE GRUP SRL,REAL ESTATE
DRUMSERV SA,INDUSTRIALS
ABUND BERRY SRL,CONSUMER STAPLES
DEPURTAT SRL,CONSUMER DISCRETIONARY
SC TMUCB SA BUCURESTI SUCURSALA IAS,INDUSTRIALS
ROBERT C ANUTA,NOT RELEVANT
ESCA FOOD SOLUTIONS SRL,NOT RELEVANT
V & V TRADING COMPANY SRL,NOT RELEVANT
MBM CONSTRUCT 95,NOT RELEVANT
ASOC JUD DE VANATOARE PISICA SALBAT,NOT RELEVANT
LEGERO SHOES ROMANIA SRL,NOT RELEVANT
TOWERS INTERNATIONAL PROPERTY SRL,FINANCIALS
CAZ TRANSPORT,NOT RELEVANT
BEAUTIFUL FLOWERS S.R.L,CONSUMER STAPLES
BIGSEM SRL,CONSUMER STAPLES
GLISSANDO SRL,MATERIALS
TEREOS ROMANIA SA,CONSUMER STAPLES
ADMINISTRATIA NATIONALA A IMBUNATAT,NOT RELEVANT
ASOCIATIA A.V.P.S. ZORILE,CONSUMER STAPLES
SUBGROUP ENGIE ROMANIA,UTILITIES
UNIVERSITATEA PETRE ANDREI DIN IASI,NOT RELEVANT
DRUMCO SA,INDUSTRIALS
SUCEAVA NETWORK SRL,INDUSTRIALS
CAPITALY TAXI SRL,INDUSTRIALS
PREMIUM PORC SRL,CONSUMER STAPLES
GABIONA-COM SRL,INDUSTRIALS
SIEMENS AKTIENGESELLSCHAFT SA SUC B,NOT RELEVANT
PRETURI PENTRU TINE SRL,CONSUMER DISCRETIONARY
NICOL SAT,CONSUMER STAPLES
SUBGROUP DUNCA,INDUSTRIALS
HANIEL LOGISTIC 2002 SRL,NOT RELEVANT
AXA TRANS CONSTRUCT SRL,INDUSTRIALS
SEMIRAMIS,INDUSTRIALS
GROUP AMBER CRCB2,COMMUNICATIONS
ELCO LOGISTIC SRL,CONSUMER STAPLES
VH EXTRA OIL SRL,CONSUMER DISCRETIONARY
KRON BUILD SRL,CONSUMER DISCRETIONARY
CENTRELE DE EXCELENTA ARES SRL,HEALTH CARE
MICRO 1 CONSULTING SRL,NOT RELEVANT
COMERA ARAD,NOT RELEVANT
PRECIOSA TEAM SRL,NOT RELEVANT
CONSTRUROM SA,NOT RELEVANT
MARCONF SRL,NOT RELEVANT
INDUSTRIAL PARTS HOLDING SAS,NOT RELEVANT
SOCIETATEA ROMANA DE TELEVIZIUNE,CONSUMER DISCRETIONARY
BENE ROMANIA SRL,NOT RELEVANT
SUINPROD SA BACAU,NOT RELEVANT
MAILERS SERV,NOT RELEVANT
RTC PROFFICE EXPERIENCE SA.,NOT RELEVANT
SCDP IASI,NOT RELEVANT
M & CO V'93 SRL,NOT RELEVANT
TRANSCOM SRL,INDUSTRIALS
ROMEO G TECAU,NOT RELEVANT
PIT SRL,NOT RELEVANT
DIGITAL CABLE SYSTEMS SA,COMMUNICATIONS
AUTOPRIMA SERV SRL,INDUSTRIALS
VIA VITICOLA SRL,CONSUMER DISCRETIONARY
JEPP SRL,ENERGY
BLAU STERN IMPEX SRL,CONSUMER STAPLES
ASOC DE PROMOV SI DEZV COMUNITARA,NOT RELEVANT
EVOLUTION PREST SYSTEMS SRL,CONSUMER DISCRETIONARY
LOXON SOLUTIONS,INFORMATION TECHNOLOGY
DITO PRODUCT SRL,INDUSTRIALS
RENAULT INDUSTRIE ROUMANIE SRL,CONSUMER DISCRETIONARY
PLUS FILADELFIA AUTOSERVICE SRL,CONSUMER DISCRETIONARY
NEGRO 2000 SRL,CONSUMER STAPLES
M.M.M. TRANS COMPANY SRL,INDUSTRIALS
CLINICA DENTARA S.A.,HEALTH CARE
DIMRI CONSTRUCTION & DEVELOPMENT SR,REAL ESTATE
ZENTIVA SA,HEALTH CARE
I M P ROMANIA INDUSTRIAL CO SA,NOT RELEVANT
MULTINVEST AG-ANTREPRENORIAT GENERA,INDUSTRIALS
CANIVET IMPEX SRL,CONSUMER STAPLES
HABAU SRL,INDUSTRIALS
SCRIBANT DISTRIBUTION SRL,CONSUMER DISCRETIONARY
BRAILA PROMENADA MALL SRL,REAL ESTATE
A.V.P.S. SOIMUL GIURGIU,CONSUMER STAPLES
NVA TIRCOMPANY SRL,INDUSTRIALS
GEIGER GROUP ROMANIA SRL,INDUSTRIALS
CARGUS SRL,INDUSTRIALS
VISUAL EV DISTRIBUTION SRL,CONSUMER DISCRETIONARY
TSV PETROLIERE SRL,INDUSTRIALS
ALIVE CAPITAL SA,UTILITIES
LEDMAX ELECTRONICS SRL,CONSUMER DISCRETIONARY
SPHERA FRANCHISE GROUP SA,CONSUMER DISCRETIONARY
EUROFINANCE IMOBILIARE SRL,NOT RELEVANT
REVEUROPE SERVICES GMBH VIENA SUC B,INDUSTRIALS
EURO SCRAP GROUP SRL,NOT RELEVANT
PROCEMA INSTALATII S.R.L.,NOT RELEVANT
AUTOGLOBUS 2000 SRL,CONSUMER DISCRETIONARY
TANGO SCRAPS RECYCLING COMPANY SRL,NOT RELEVANT
E ON SERVICII SRL,INDUSTRIALS
PRECON SRL,INDUSTRIALS
BENZOT HAR SA,INDUSTRIALS
CAMERA DE COMERT SI INDUSTRIE CS,NOT RELEVANT
