name,frequency,place_type,place_category
Abbots Cliff,1,cliff,elevation
Abbots Langley,1,populated place,populated place
Abbotts Ann,1,populated place,populated place
Achurch,1,populated place,populated place
Aconbury,1,populated place,populated place
Adamant Shoal,1,shoal,underwater elevation
Adbaston,1,populated place,populated place
Aikton,1,populated place,populated place
Aire Point,1,point,convex shoreline
Akenshaw Burn,1,river,stream
Alde,1,river,stream
Aldershot,1,populated place,populated place
Alfold,1,populated place,populated place
Alfreton,1,populated place,populated place
Allen,1,river,stream
Allington,3,populated place,populated place
Allonby,1,populated place,populated place
Allonby Bay,1,bay,concave shoreline
Alms Cliff,1,hill,elevation
Aln,1,river,stream
Alnmouth Bay,1,bay,concave shoreline
Alnmouth Rocks,1,rocks,elevation
Alpheton,1,populated place,populated place
Alport,1,river,stream
Althorne,1,populated place,populated place
Alum Bay,1,bay,concave shoreline
Alvescot,1,populated place,populated place
Alwin,1,river,stream
Alwyn,1,river,stream
Amber Hill,1,populated place,populated place
Ambleside,1,populated place,populated place
Ambrosden,1,populated place,populated place
Amersham,1,populated place,populated place
Ancaster,1,populated place,populated place
Anderby,1,populated place,populated place
Andover Down,1,hill,elevation
Anker,1,river,stream
Ant,1,river,stream
Anvil Point,1,point,convex shoreline
Appersett,1,populated place,populated place
Arbury Hill,1,hill,elevation
Arford,1,populated place,populated place
Arkle Beck,1,river,stream
Armitage,1,populated place,populated place
Arne,1,populated place,populated place
Arrow,2,river,stream
Artle Beck,1,river,stream
Ashdon,1,populated place,populated place
Asheldham,1,populated place,populated place
Ashington,1,populated place,populated place
Ashley,5,populated place,populated place
Ashop,1,river,stream
Ashperton,1,populated place,populated place
Ashreigney,1,populated place,populated place
Aslackby,1,populated place,populated place
Asp Rock,1,rock,elevation
Astwood Bank,1,populated place,populated place
Atherfield Point,1,point,convex shoreline
August Rock,1,rock,elevation
Austell Bay,1,bay,concave shoreline
Aveton Gifford,1,populated place,populated place
Avon,1,river,stream
Axe,1,river,stream
Axe Edge,1,mountain,elevation
Axe Edge Hill,1,mountain,elevation
Aydon,1,populated place,populated place
Aynho,1,populated place,populated place
Babbacombe Bay,1,bay,concave shoreline
Baconsthorpe,1,populated place,populated place
Badlesmere,1,populated place,populated place
Badwell Ash,1,populated place,populated place
Baggy Point,1,point,convex shoreline
Bagthorpe,1,populated place,populated place
Bain,1,river,stream
Balaclava Bay,1,cove,concave shoreline
Balder,1,river,stream
Baldersby,1,populated place,populated place
Ballard Point,1,point,convex shoreline
Ballsaddle Rock,1,reef,underwater elevation
Bamburgh,1,populated place,populated place
Bann Shoal,1,shoal,underwater elevation
Bannisdale Beck,1,river,stream
Banstead,1,populated place,populated place
Bar Hill,2,populated place,populated place
Barby,1,populated place,populated place
Bardsea Bank,1,bank,underwater elevation
Barford Saint Michael,1,populated place,populated place
Barksea,1,island,island
Barlaston,1,populated place,populated place
Barle,1,river,stream
Barley Picle,1,channel,strait
Barlow Brook,1,river,stream
Barnardiston,1,populated place,populated place
Barnstaple Bar,1,bar,underwater elevation
Barnstaple Bay,1,bay,concave shoreline
Barnyard,1,reef,underwater elevation
Barnyard Reef,1,reef,underwater elevation
Barrington,3,populated place,populated place
Barrow in Furness,1,populated place,populated place
Barton,8,populated place,populated place
Barton Hills,1,hill,elevation
Barway,1,populated place,populated place
Bass Point,1,point,convex shoreline
Bassenthwaite Lake,1,lake,basin
Basset Island,1,rock,elevation
Battersby,1,populated place,populated place
Battery Point,1,cape,convex shoreline
Baugh Fell,1,mountain,elevation
Baumber,1,populated place,populated place
Bawburgh,1,populated place,populated place
Bawden Rocks,1,rocks,elevation
Bayton,1,populated place,populated place
Beacon Hill,3,hill,elevation
Beacon Point,1,point,convex shoreline
Beadnel Bay,1,bay,concave shoreline
Beadnel Point,1,point,convex shoreline
Beadnell Bay,1,bay,concave shoreline
Beadnell Point,1,point,convex shoreline
Beane,1,river,stream
Beasden Beck,1,river,stream
Beaulieu,1,river,stream
Beaulieu River,1,river,stream
Beckfoot,1,bar,underwater elevation
Beckfoot flats,1,bar,underwater elevation
Bedford,1,populated place,populated place
Bedford Level,1,plain,area
Bedruthan Steps,1,cliff,elevation
Beeny Sisters,1,rocks,elevation
Beer Head,1,cape,convex shoreline
Beeston Saint Lawrence,1,populated place,populated place
Bekesbourne,1,populated place,populated place
Beldon Burn,1,river,stream
Beldon Burn River,1,river,stream
Bell Crags,1,hill,elevation
Bells Burn,1,river,stream
Belsay,1,populated place,populated place
Beltinge,1,populated place,populated place
Beltinge Bay,1,bay,concave shoreline
Belton,3,populated place,populated place
Bembridge Point,1,point,convex shoreline
Benacre Ness,1,point,convex shoreline
Bere Alston,1,populated place,populated place
Berkhampstead,1,populated place,populated place
Bernard Wharf,1,bank,underwater elevation
Berry Head,1,cape,convex shoreline
Berwick Bay,1,bay,concave shoreline
Bessack Rock,1,rock,elevation
Betchworth,1,populated place,populated place
Beult,1,river,stream
Beverstone,1,populated place,populated place
Bewl,1,river,stream
Bibury,1,populated place,populated place
Bickford,1,populated place,populated place
Biddestone,1,populated place,populated place
Biddulph,1,populated place,populated place
Bideford Bar,1,bar,underwater elevation
Bideford Bay,1,bay,concave shoreline
Bidford-on-Avon,1,populated place,populated place
Big Harcar,1,island,island
Bigbury Bay,1,bay,concave shoreline
Bill of Portland,1,point,convex shoreline
Billingborough,1,populated place,populated place
Billingford,1,populated place,populated place
Bilsdale,1,valley,depression
Binegar,1,populated place,populated place
Birbury,1,populated place,populated place
Bircham Newton,1,populated place,populated place
Birchanger,1,populated place,populated place
Birdbrook,1,populated place,populated place
Birdlip,1,populated place,populated place
Birk Beck,1,river,stream
Birling Car,1,reef,underwater elevation
Birling Carrs,1,reef,underwater elevation
Birtley,1,populated place,populated place
Bishop Sutton,1,populated place,populated place
Bishopdale,1,valley,depression
Bishops Lydeard,1,populated place,populated place
Bishops Nympton,1,populated place,populated place
Bix,1,populated place,populated place
Black Burn,1,river,stream
Black Combe,1,mountain,elevation
Black Down Hills,1,hill,elevation
Black Fell,1,mountain,elevation
Black Halls Rocks,1,rocks,elevation
Black Head,2,cape,convex shoreline
Black Line,1,river,stream
Black Lyne,1,river,stream
Black Rock,1,rock,elevation
Black Stone,1,rock,elevation
Blacka Burn,1,river,stream
Blackdyke,1,reef,underwater elevation
Blackgang Chine,1,gorge,depression
Blackhall,1,rocks,elevation
Blackhall Rocks,1,rocks,elevation
Blackleg Rock,1,rock,elevation
Blackmore,1,populated place,populated place
Blacknor Point,1,point,convex shoreline
Blackstone,1,rock,elevation
Blackstone Point,1,point,convex shoreline
Blackwater,1,river,stream
Blakehope Burn,1,river,stream
Blakeney Point,1,point,convex shoreline
Blanchland,1,populated place,populated place
Blankney,1,populated place,populated place
Blea Beck,1,river,stream
Blea Wyke Point,1,point,convex shoreline
Bleaklow Hill,1,hill,elevation
Blencathara,1,mountain,elevation
Blencathra,1,mountain,elevation
Blithe,1,river,stream
Blue Anchor,1,populated place,populated place
Blue Anchor Bay,1,cove,concave shoreline
Blyford,1,populated place,populated place
Blyth,2,river,stream
Blythe,1,river,stream
Boarstall,1,populated place,populated place
Bob Halls Sand,1,bank,underwater elevation
Bodruthan Steps,1,cliff,elevation
Bolt Head,1,cape,convex shoreline
Bolt Tail,1,point,convex shoreline
Boltongate,1,populated place,populated place
Bondicar Bush,1,reef,underwater elevation
Bondicarr Bush,1,reef,underwater elevation
Bookham,1,populated place,populated place
Bootle Stone,1,rock,elevation
Borehamwood,1,populated place,populated place
Borough Island,1,island,island
Borrowdale,1,valley,depression
Boscombe Down East,1,hill,elevation
Boscombe Down West,1,hill,elevation
Botallack,1,populated place,populated place
Botallack Head,1,cape,convex shoreline
Botany Bay,1,cove,concave shoreline
Boulmer Bush,1,reef,underwater elevation
Boulmer Stile,1,reef,underwater elevation
Bourn,2,populated place,populated place
Bourne,1,river,stream
Bourton on Dunsmore,1,populated place,populated place
Bouthwaite,1,populated place,populated place
Bovey,1,river,stream
Bovey Tracey,1,populated place,populated place
Bow,1,populated place,populated place
Bow Fell,2,mountain,elevation
Bowers Gifford,1,populated place,populated place
Bowleaze Cove,1,cove,concave shoreline
Bowmont Water,1,river,stream
Bowness on Windermere,1,populated place,populated place
Boxted,2,populated place,populated place
Bradfield,2,populated place,populated place
Bradford Abbas,1,populated place,populated place
Bradford-on-Avon,1,populated place,populated place
Bradley in the Moors,1,populated place,populated place
