industry,separate_ending,frequency
NOT RELEVANT,OJSC,54
NOT RELEVANT,OO,18
NOT RELEVANT,OOO,4446
NOT RELEVANT,PERM,18
NOT RELEVANT,PLANT,27
NOT RELEVANT,RUS,18
NOT RELEVANT,RUSSIA,18
NOT RELEVANT,SSPK,27
NOT RELEVANT,ZA,18
NOT RELEVANT,ZAO,729
REAL ESTATE,<NONE>,1206
REAL ESTATE,(I,18
REAL ESTATE,(IP),63
REAL ESTATE,AO,108
REAL ESTATE,COMPANY,18
REAL ESTATE,LIMITED,18
REAL ESTATE,LLC,171
REAL ESTATE,LTD,36
REAL ESTATE,Limited,27
REAL ESTATE,OAO,27
REAL ESTATE,OLIPS,18
REAL ESTATE,OOO,774
REAL ESTATE,PLC,18
UTILITIES,<NONE>,1602
UTILITIES,AO,162
UTILITIES,COMPAN,18
UTILITIES,COMPANY,36
UTILITIES,Company,18
UTILITIES,GENERATION,27
UTILITIES,GORELEKTROSET,18
UTILITIES,Interpolis,18
UTILITIES,JSC,81
UTILITIES,K,18
UTILITIES,KOMP,45
UTILITIES,KOMPANIYA,18
UTILITIES,LLC,126
UTILITIES,LTD,27
UTILITIES,MOSENERGO,18
UTILITIES,MUP,18
UTILITIES,OA,18
UTILITIES,OAO,72
UTILITIES,OJSC,27
UTILITIES,OOO,387
UTILITIES,PJSC,54
UTILITIES,SYSTEMS,27
UTILITIES,TEC,18
UTILITIES,TETS,18
UTILITIES,VODOKANAL,27
UTILITIES,ZAO,45
industry,<NONE>,8
