place_category,ending
basin,čko
basin,ića
basin,ača
basin,ina
basin,uša
basin,ovac
basin,vica
basin,inska
concave shoreline,ski
concave shoreline,ška
concave shoreline,ija
concave shoreline,ine
concave shoreline,era
concave shoreline,ice
concave shoreline,rje
concave shoreline,čki
concave shoreline,vac
concave shoreline,ela
concave shoreline,ena
concave shoreline,nik
concave shoreline,čna
concave shoreline,vica
concave shoreline,čina
concave shoreline,kova
concave shoreline,čica
concave shoreline,arska
concave shoreline,šćica
concave shoreline,anska
concave shoreline,arica
concave shoreline,inica
concave shoreline,ljana
concave shoreline,njska
concave shoreline,linska
convex shoreline,ica
convex shoreline,ina
depression,ica
depression,ića
elevated area,ina
elevated area,ice
elevation,lin
elevation,ova
elevation,ija
elevation,ovo
elevation,ine
elevation,ilo
elevation,ska
elevation,čka
elevation,ila
elevation,ice
elevation,jić
elevation,ino
elevation,kov
elevation,šte
elevation,lje
elevation,evo
elevation,rić
elevation,elj
elevation,rov
elevation,uša
elevation,rno
elevation,ljak
elevation,lica
elevation,evac
elevation,njak
elevation,čica
elevation,vića
elevation,inac
elevation,anik
elevation,ovci
elevation,tina
elevation,avac
elevation,enik
elevation,jića
elevation,kovac
elevation,ovača
elevation,ukovi
elevation,njača
elevation,evina
elevation,lovac
elevation,inovac
elevation,kovica
elevation,čenica
island,ica
island,ina
island,ara
island,anj
island,nik
island,ovac
island,šjak
island,šnjak
marsh,nica
populated place,ari
populated place,uša
populated place,ije
populated place,alj
populated place,ača
populated place,ane
populated place,lja
populated place,lić
populated place,šić
populated place,dol
populated place,aci
populated place,ška
populated place,nac
populated place,ile
populated place,anj
populated place,nić
populated place,dić
populated place,rje
populated place,mci
populated place,rek
populated place,čko
populated place,čak
populated place,ovi
populated place,šte
populated place,sak
populated place,ela
populated place,ini
populated place,rec
populated place,inj
populated place,rići
populated place,anci
populated place,evci
populated place,jići
populated place,enik
populated place,nski
populated place,anje
populated place,anec
populated place,evac
populated place,avac
populated place,njak
populated place,vina
populated place,lina
populated place,nska
populated place,dići
populated place,nice
populated place,jana
populated place,čevo
populated place,arci
populated place,etin
populated place,vsko
populated place,ačka
populated place,jevo
populated place,jski
populated place,čani
populated place,dice
populated place,ljak
populated place,ulje
populated place,rija
populated place,enci
populated place,inja
populated place,vine
populated place,olje
populated place,line
populated place,tine
populated place,rica
populated place,tina
populated place,ljan
populated place,icza
populated place,tići
populated place,arić
populated place,kovo
populated place,kovec
populated place,kovac
populated place,novac
populated place,kovci
populated place,enica
populated place,nišće
populated place,olići
populated place,ovici
populated place,rovac
populated place,ičići
populated place,povac
populated place,glava
populated place,inići
populated place,ašići
populated place,evići
populated place,ljani
populated place,arski
populated place,lnica
populated place,ković
populated place,kovići
populated place,anovci
populated place,rovići
populated place,kovica
populated place,anovići
stream,ska
stream,ava
stream,ino
stream,ovo
stream,jak
stream,ića
stream,ski
stream,ice
stream,ova
stream,ača
stream,inac
stream,anka
stream,tina
stream,rica
stream,šnica
stream,kovac
stream,rovac
stream,vnica
stream,čevac
stream,jevac
stream,enica
stream,ševac
stream,vačka
stream,govac
stream,ščica
stream,anica
stream,inovac
stream,ovački
stream,novica
