name
Accila
Ademir
Adica
Adosind
Agesend
Aidoing
Alafons
Ermaric
Ermeniric
Evarix
Frumar
Frumarith
Godeste
Gormir
Gudahals
Gudisal
Guinand
Gultrician
Hildemir
Hildiver
Leovigild
Leuter
Neufred
Runil
Sandrimer
Sinthas
Sisild
Sontrilli
Sunieric
Tankila
Teudered
Theudegut
Uligisal
Vajasind
Valaric
Valdefred
Venethar
Vera
Vitig
Walaravans
Winithar
Aciscl
Adaric
Adefons
Adelf
Adelgud
Adeliuv
Adila
Adoit
Adoric
Adulf
Afrila
Aggils
Agil
Agil
Agilulf
Agiulf
Agrivulf
Agromir
Aia
Airig
Aiulf
Akkila
Alagild
Alamod
Alari
Alaric
Alarich
Alathe
Alaviv
Alb
Albila
Alderic
Aligern
Alika
Aliulf
Aloar
Alpar
Alveric
Amal
Amala
Amalafrid
Amalaric
Amali
Amanswind
Aming
Ammica
Anagast
Anaols
Andag
Andag
Andeca
Andela
Andosind
Andulf
Andwit
Angelfrid
Anilas
Annila
Ansemund
Anseric
Ansila
Ansiulf
Ansoald
Ansula
Ansulf
Antemir
Anvarn
Aprila
Ara
Aragefred
Aragunti
Araugiscl
Areobind
Argaith
Argandi
Argebauds
Argefred
Argered
Argesind
Argibad
Argiberht
Argibud
Argila
Argimir
Argimund
Argiowit
Argivind
Ariamiri
Ariaric
Arigern
Ariobind
Ariver
Armir
Årsulf
Arvald
Arvild
Ascalc
Asinar
Askarig
Asperig
Aspidi
Astald
Astat
Astrwalds
Asuld
Aswald
Athala
Athalaric
Athanagild
Athanaric
Atravar
Atreulf
Audebert
Audeca
Audemund
Auderic
Audoin
Aug
Aurbald
Aurga
Auric
Ausegunde
Avila
Awings
Babil
Badd
Baduar
Badwila
Bainos
Baldar
Baldered
Baldomir
Balduig
Balthar
Bardelas
Baroald
Bas
Baswald
Batia
Batwins
Batza
Bechila
Bedeulf
Bela
Bera
Beremud
Berevulf
Beric
Berosind
Bertila
Bessa
Bigesvind
Biloy
Bisin
Blivila
Boi
Brahwila
Brakila
Brandariz
Brandila
Brandirig
Briulf
Bulgar
Bulgaric
Burila
Butila
Calamar
Cannabaudes
Cartemir
Cendamir
Censerig
Censind
Chindsuint
Chintila
Cindaswinth
Cintila
Cixila
Cniva
Cocca
Commund
Costula
Cottila
Cuniefred
Cunigast
Cuniuld
Dadila
Dagalaif
Dagar
Dagila
Dagisthe
Damund
Dan
Danila
Dans
Darida
Darila
Daroin
Domar
Droctar
Droctebodes
Duda
Dumerit
Ebrulf
Eburin
Ediulf
Edor
Ega
Egered
Egica
Egila
Eia
Ella
Emila
Engard
Erduic
Ereste
Erga
Eriulf
Ermeges
Ermegild
Ermenfred
Ermengont
Erminagild
Erminulf
Ermulf
Ervig
Eter
Eterpamara
Eu
Eumeric
Eunand
Eutharic
Evagr
Evermud
Everwulf
Evrald
Fafila
Fagild
Fairwila
Fandigild
Fandila
Farm
Farnion
Farnob
Farnulf
Ferbod
