name,frequency,place_type,place_category
Aaloorinmäki,2,hill,elevation
Aavasaksa,2,populated place,populated place
Ahlaistenjoki,2,river,stream
Ahokaarre,2,cove,concave shoreline
Ahonalus,2,hill,elevation
Ahtaanmaa,2,populated place,populated place
Ahteri,2,populated place,populated place
Ahvensalmi,4,populated place,populated place
Aibutsaari,2,island,island
Äijälänranta,2,populated place,populated place
Aitamännikkö,2,populated place,populated place
Aittakallio,2,point,convex shoreline
Aittolamminperä,2,populated place,populated place
Aivusperä,2,populated place,populated place
Akalauttapää,2,hill,elevation
Akonniemenlahti,2,lake,basin
Ákšojárjohka,2,river,stream
Ala-Liukku,2,populated place,populated place
Ala-Paasilampi,2,lake,basin
Ala-Pirttijärvi,5,lake,basin
Ala-Vihellys,2,pond,basin
Alainen-Tuhkio,2,lake,basin
Alajärvi,4,pond,basin
Alakääntä,2,populated place,populated place
Alasotkamo,4,populated place,populated place
Alaspää,4,populated place,populated place
Alatemmes,2,populated place,populated place
Alatie,2,populated place,populated place
Alavo,2,populated place,populated place
Aleksinmäki,2,populated place,populated place
Alhonjoki,2,populated place,populated place
Alhostenmäki,4,hill,elevation
Alilammi,2,populated place,populated place
Alilampi,2,populated place,populated place
Alimmainen Karklampi,2,pond,basin
Alimmainen Paiselampi,2,lake,basin
Alitalonperä,2,populated place,populated place
Alkkia,2,populated place,populated place
Alperi,2,populated place,populated place
Älyttömänjoki,2,river,stream
Ämmäjoki,2,river,stream
Ämmälänmäki,2,hill,elevation
Ammejärvi,2,pond,basin
Angesselkä,2,populated place,populated place
Ängö,2,populated place,populated place
Ängsmalmen,2,populated place,populated place
Änkyrinvuori,2,hill,elevation
Annalanmäki,2,populated place,populated place
Annankulma,2,populated place,populated place
Annanolli,2,populated place,populated place
Annikkala,4,populated place,populated place
Anola,6,populated place,populated place
Antbacka,2,populated place,populated place
Antilla,2,populated place,populated place
Antinjärvet,2,lakes,basin
Anttikallio,4,hill,elevation
Anttosenmäki,4,hill,elevation
Apessiinia,2,populated place,populated place
Äppelö,2,populated place,populated place
Arabiastranden,2,populated place,populated place
Arentinmatala,1,shoal,underwater elevation
Arola,14,populated place,populated place
Aronperä,2,populated place,populated place
Arrakoski,2,populated place,populated place
Arvenniemi,2,peninsula,convex shoreline
Åsenby,2,populated place,populated place
Asikaisenniemi,4,point,convex shoreline
Asola,4,populated place,populated place
Aspö,2,populated place,populated place
Asuntalamminsuo,2,swamp,marsh
Atinsaari,2,island,island
Auermavaara,2,hill,elevation
Aukeissuo,2,marsh,marsh
Aunioniemi,2,point,convex shoreline
Aurekoski,2,populated place,populated place
Autionharju,4,ridge,elevated area
