name,industry
HKOIG,INDUSTRIALS
TERMOPROFI D.O.O.,CONSUMER DISCRETIONARY
UNIVERSAL MEDIA D.O.O.,COMMUNICATIONS
AUTOTRANS LIKA D. D.,INDUSTRIALS
GROUP FRAGARIA,CONSUMER STAPLES
HANSA-FLEX CROATIA D.O.O.,INDUSTRIALS
VODOINSTALATERI D.O.O.,INDUSTRIALS
INTERKAPITAL D.D.,NOT RELEVANT
ALCYONE D.O.O.,NOT RELEVANT
"INA, D.D.",ENERGY
AUTO - KUCA KOVACIC D.O.O.,CONSUMER DISCRETIONARY
DRAEGER MEDICAL CROATIA D.O.O.,HEALTH CARE
HPB-NEKRETNINE D.O.O.,REAL ESTATE
MATIJA VL. ZANA KOVCALIJA,NOT RELEVANT
HIDROELEKTRA-PROJEKT D.O.O. U STECA,NOT RELEVANT
FERMOPROMET D.O.O.,CONSUMER STAPLES
RAPID D.O.O.-U LIKVIDACIJI,NOT RELEVANT
ODVJETNIK NEVENKA VOLF GRUDEN,NOT RELEVANT
"ZVONKO GRDAN, MZ, OBRT ZA UGOSTITEL",NOT RELEVANT
DOMINO D.O.O.,NOT RELEVANT
EURODOM d.o.o. za gradjevinars,INDUSTRIALS
HRVATSKO DRUSTVO SUDSKIH VJESTAKA I,NOT RELEVANT
GROMEL D.O.O.,INDUSTRIALS
VOLONES D.O.O.,INDUSTRIALS
GROUP SLAVONIJA-BOSKOVIC,CONSUMER STAPLES
VODOPRIVREDA-ZAGORJE d.o.o.,NOT RELEVANT
PETROS D.O.O.,NOT RELEVANT
MIAGRO D.O.O.,CONSUMER STAPLES
JADRAN INVEST D.O.O.,INDUSTRIALS
ZOR PRODAJA I DISTRIBUCIJA D.O.O.,CONSUMER STAPLES
AMO DIZAJN JJ D.O.O.,CONSUMER DISCRETIONARY
AROMA GLOBAL 3 D.O.O.,CONSUMER STAPLES
MODULAZ GROUP D.O.O.,CONSUMER STAPLES
TRIBE INZENJERING D.O.O.,INDUSTRIALS
Koncar Energetski Transformatori ,INDUSTRIALS
RENTAL VIRIBUS D.O.O.,INDUSTRIALS
FRANC MONT D.O.O.,INDUSTRIALS
DONUM-ZAGREB D.O.O.,NOT RELEVANT
GRANT THORNTON SAVJETOVANJE D.O.O.,NOT RELEVANT
NA 9. KM OBRT VL. JASMINKA KOSCICA,NOT RELEVANT
"ZELJKO JANKOVIC, STOVARISTE JANKOVI",NOT RELEVANT
DARKO TRANSPORT VL. DARKO VRBAN,NOT RELEVANT
"UGOSTITELJSKI OBRT SAN MARINO,DAMIR",NOT RELEVANT
REKREACIJSKO TURISTICKI CENTAR NIN,CONSUMER DISCRETIONARY
KORDUN-MARKETING D.O.O.,INDUSTRIALS
PAVLETIC DRAGUTIN,NOT RELEVANT
SUDUM D.O.O.,CONSUMER DISCRETIONARY
ZAGREBACKI HOLDING D.O.O.-PODRUZNIC,UTILITIES
SERIF EXPORT-IMPORT D.O.O.,MATERIALS
ADRIADIESEL D.D.,INDUSTRIALS
MARANEK D.O.O.,INDUSTRIALS
ROBNA KUCA SJENJAK DRUSTVO S OGRANI,REAL ESTATE
ESCO - FOFONJKA D.O.O.,NOT RELEVANT
PROJEKT TUSKANOVA D.O.O.,FINANCIALS
STEELCASE S.A. ZA DISTRIBUCIJU NAMJ,NOT RELEVANT
HAUBIS CROATIA D.O.O.,CONSUMER STAPLES
DEPOS D.O.O.,INDUSTRIALS
GROUP PATRIK-TERM,INDUSTRIALS
"MARJAN MALCIC, QUERCUS DUGO SELO LU",MATERIALS
ATTERO TIM D.O.O.,INDUSTRIALS
ANDERMATT BIOINPUT D.O.O.,INDUSTRIALS
T.P.M. D.O.O.,INDUSTRIALS
KOER D.O.O,UTILITIES
PARKOVI D.O.O.,INDUSTRIALS
MAKROMIKRO GRUPA D.O.O.,INFORMATION TECHNOLOGY
CONER D.O.O.,REAL ESTATE
SELVITA D.O.O.,HEALTH CARE
LUCE PRODUKT D.O.O.,CONSUMER DISCRETIONARY
MARIJAN COMMERCE D.O.O.,NOT RELEVANT
KERAMETAL OKOVI D.O.O.,CONSUMER DISCRETIONARY
CQV SYSTEMS D.O.O.,INDUSTRIALS
GROUP CHEMCOM,INDUSTRIALS
ENCIAN D.O.O.,CONSUMER STAPLES
AGRARIA D.O.O.,MATERIALS
GROUP OKTAL PHARMA,HEALTH CARE
KNAUS ADRIATIC drustvo s,CONSUMER DISCRETIONARY
NAUTICKI CENTAR TROGIR D.O.O.,CONSUMER DISCRETIONARY
CECURA D.O.O.,NOT RELEVANT
SPUGA-K D.O.O.,CONSUMER STAPLES
STMG CONSULTANCY D.O.O.,INDUSTRIALS
GROUP KORDUN,INDUSTRIALS
NOVO NORDISK HRVATSKA D.O.O.,HEALTH CARE
ENDRESS ELEKTRO STROJEVI D.O.O.,INDUSTRIALS
VR ENBEKON D.O.O.,UTILITIES
"TIPRO, informaticki inzinjering",INFORMATION TECHNOLOGY
SPORTSKE NOVOSTI D.D.,CONSUMER DISCRETIONARY
LAURA KOZMETIKA DISTRIBUTIVNI CENTA,CONSUMER DISCRETIONARY
"DELTA-INZENJERING,D.O.O",INDUSTRIALS
PREDSTAVNISTVO ISTRAGRAFIKA D.D.,MATERIALS
MEDIMURJEPLET D.O.O.,CONSUMER DISCRETIONARY
SCANIA HRVATSKA D.O.O.,CONSUMER DISCRETIONARY
BIOFARMA D.O.O.,CONSUMER STAPLES
TEHMONT-GRADNJA D.O.O.,INDUSTRIALS
TG ART D.O.O.,INDUSTRIALS
SUBGROUP A-ANTICUS,INDUSTRIALS
ISKOPI BELOBRAJDIC D.O.O.,INDUSTRIALS
PRINT GRUPA d.o.o.,INDUSTRIALS
VIJAKOM OBRT VL. IVICA RASKAJ,NOT RELEVANT
NOVI RADIO-ZADAR D.O.O.,NOT RELEVANT
INTERTOURS-KRIZ D.O.O.,NOT RELEVANT
CELJSKE MESNINE Z DEZELE D.O.O.,CONSUMER STAPLES
SYLKAJ IZVODAC D.O.O.,INDUSTRIALS
MACK PROJEKT D.O.O.,INDUSTRIALS
PRIMA ENERGIJA D.O.O.,CONSUMER DISCRETIONARY
BJELIN INDUSTRIES D.O.O.,MATERIALS
SIMBEX D.O.O.,HEALTH CARE
S.C.A.N. D.O.O.,INDUSTRIALS
SUNSAIL ADRIATIC D.O.O.,CONSUMER DISCRETIONARY
"STROJOBRAVAR,STJEPAN CALOPEK",NOT RELEVANT
MARJAN AUTO D.O.O.,CONSUMER DISCRETIONARY
TUBLA D.O.O.,CONSUMER DISCRETIONARY
"NIRD, D.O.O.",CONSUMER DISCRETIONARY
"HOTELI PLAT D.D., PLAT",CONSUMER DISCRETIONARY
GROUP HP-HRVATSKA POSTA,INDUSTRIALS
ELEKTROMODUL D.O.O.,CONSUMER DISCRETIONARY
PET NETWORK INTERNATIONAL D.O.O.,CONSUMER DISCRETIONARY
"TRAIN HUNGARY MAGANVASUT KFT, PODRU",INDUSTRIALS
RIVIJERA D.D.,NOT RELEVANT
INA MAZIVA D.O.O.,ENERGY
ELTIM VL.JOSIP VIDOS,NOT RELEVANT
PRIVATNA ZDRAVSTVENA NJEGA BOLESNIK,NOT RELEVANT
SPECIJALNA BOLNICA SV. KATARINA,HEALTH CARE
POLIKLINIKA ZA FIZIKALNU MEDICINU I,NOT RELEVANT
UNIWELD STROJEVI D.O.O.,INDUSTRIALS
SIRANA GLIGORA D.O.O.,CONSUMER STAPLES
M SAN GRUPA D.O.O.,INFORMATION TECHNOLOGY
BC AGROSLAVONIJA D.O.O.,CONSUMER STAPLES
SALVEO DOO,COMMUNICATIONS
TEHNO ELEKTRONIK D.O.O.,INDUSTRIALS
"PETRA MARINA D.O.O., POMORSKA AGENC",INDUSTRIALS
POLJOPRIVREDNA ZADRUGA BOZINA SUMA,NOT RELEVANT
AUTO SL 03 D.O.O.,NOT RELEVANT
MONTANA PLUS D.O.O.,CONSUMER STAPLES
VIDARA CROATIA D.O.O.,MATERIALS
M.S. TRADING D.O.O.,CONSUMER STAPLES
POLJOPRIVREDNO DOBRO d.o.o.,CONSUMER STAPLES
REPROMATERIJAL DOO,NOT RELEVANT
SMIV D.O.O.,NOT RELEVANT
ANTONIJA M.D.VL.ANTONIJA JURCEVIC-G,NOT RELEVANT
PANEX - MIX D.O.O.,NOT RELEVANT
EUROCABLE D.O.O.,INDUSTRIALS
FLORIJAN SERVIS d.o.o. za usluge,CONSUMER DISCRETIONARY
GRAND HOTEL ADRIATIC D.O.O.,REAL ESTATE
HRVATSKA LUTRIJA D.O.O.,CONSUMER DISCRETIONARY
DIA-PEN D.O.O.,NOT RELEVANT
"ID EKO, D.O.O",NOT RELEVANT
CETINA D.D. SINJ,NOT RELEVANT
HEP-OPERATOR DISTRIBUCIJSKOG SUSTAV,UTILITIES
DIGITEL NEKRETNINE D.O.O.,CONSUMER DISCRETIONARY
ZEKIC SISTEMI D.O.O.,INDUSTRIALS
ADRIA MORE D.O.O.,CONSUMER DISCRETIONARY
USTANOVA ZA ZDRAVSTVENU NJEGU LEKIC,HEALTH CARE
ZDENKA-MLIJECNI PROIZVODI D.O.O.,CONSUMER STAPLES
ARHITEKTONSKI PROJEKTNI ZAVOD VUKOV,INDUSTRIALS
BTV TRUCK LOGISTIK D.O.O.,INDUSTRIALS
GROUP INDI,INDUSTRIALS
CAPAX D.O.O.,INDUSTRIALS
POLIKLINIKA SVETI DUH II,NOT RELEVANT
HAMBURGER RECYCLING CROATIA D.O.O.,MATERIALS
"ZELIMIR VUJNOVIC, URED OVLASTENOG A",NOT RELEVANT
HIDRAULIKA KURELJA D.O.O.,INDUSTRIALS
CENTAR TOPLINSKE OBRADE D.O.O.,MATERIALS
PRIMA SOFA DOO KALESIJA,CONSUMER DISCRETIONARY
MONDO D.O.O.,NOT RELEVANT
"IVANA MIHALIC POKOPEC, MIVA, VL. IV",NOT RELEVANT
"ANKA KISIC, TINA",NOT RELEVANT
"POKLISAR, D.O.O.",NOT RELEVANT
TERRA CONCORDIA ZADRUGA ZA GOSPODAR,MATERIALS
NAMJESTAJ MIMA D. O. O.,CONSUMER DISCRETIONARY
JADRANSKA TRGOVINA D.O.O.,NOT RELEVANT
NACIONAL BJELOVAR D.O.O.,ENERGY
RIZ-ODASILJACI D.O.O.,INFORMATION TECHNOLOGY
ELCON-VOZILA D.O.O.,NOT RELEVANT
KK MIRNOVEC,CONSUMER DISCRETIONARY
MEDINE D.O.O.,CONSUMER DISCRETIONARY
PPD CROATIA D.O.O.,CONSUMER STAPLES
BERNARDA D.O.O.,NOT RELEVANT
MURAL D.O.O.,NOT RELEVANT
VISNJAN ULAGANJA D.O.O.,REAL ESTATE
MUCIC & CO D.O.O.,INDUSTRIALS
M.I.P. - METAL D.O.O.,MATERIALS
VITULUS D.O.O. BUDIMCI,CONSUMER STAPLES
"TEXO TRGOVINA, D.O.O.",CONSUMER DISCRETIONARY
BRODOPLAN D. O. O.,INDUSTRIALS
GROUP AD PLASTIK,CONSUMER DISCRETIONARY
Aionia Yachting d.o.o.,INDUSTRIALS
FORTIS PROJEKT D.D.,COMMUNICATIONS
CROATIA YACHTING D.O.O.,CONSUMER DISCRETIONARY
STORCK CROATIA D.O.O.,CONSUMER STAPLES
GT IZOLIRKA D.O.O.,INDUSTRIALS
GE VERNOVA HRVATSKA D.O.O.,INDUSTRIALS
GROUP MEDICAL,HEALTH CARE
MAGNUS OPTIMUS D.O.O.,CONSUMER STAPLES
HAVI LOGISTICS D.O.O.,CONSUMER STAPLES
MC-BUILDING CHEMICALS D.O.O.,INDUSTRIALS
IRIDA D.O.O,NOT RELEVANT
LEDENA KRALJICA D.O.O.,NOT RELEVANT
ZFKS,NOT RELEVANT
ARENA D.D.,NOT RELEVANT
"LORDAN MIKOVILOVIC, LORD TOURS",NOT RELEVANT
"NENAD GOTIC, AUTOPRIJEVOZNICKI OBRT",NOT RELEVANT
NASA VL.SASA MAURER,NOT RELEVANT
SALON NAMJESTAJA - NAS DOM VL. MIJO,CONSUMER DISCRETIONARY
HIDROSTRES D.O.O.,NOT RELEVANT
GROUP MEGATREND,INFORMATION TECHNOLOGY
HOC BJELOLASICA D.O.O. U STECAJU,REAL ESTATE
MIJUSKOVIC GRADNJA D.O.O.,INDUSTRIALS
N.G.PROM D.O.O.,CONSUMER DISCRETIONARY
ZAGREBACKA PIVOVARA - DISTRIBUCIJA,CONSUMER STAPLES
ADRIATIC SECURITY D.O.O.,INDUSTRIALS
PEOVICA D.O.O. OMIS.,NOT RELEVANT
ITALUNION D.O.O. PULA,NOT RELEVANT
TAE KWON DO KLUB LEKENIK,NOT RELEVANT
M.O.F. trgovacki centri d.o.o.,REAL ESTATE
GROUP VIRO,CONSUMER STAPLES
MEDIKA D.D.,HEALTH CARE
LINPAC PACKAGING D.O.O.,MATERIALS
LIGAMENT D.O.O.,CONSUMER DISCRETIONARY
ATALIAN GLOBAL SERVICES CROATIA D.O,INDUSTRIALS
LIKA CESTE D.O.O.,INDUSTRIALS
RAIFFEISEN CONSULTING D.O.O.,REAL ESTATE
CROMATEC D.O.O.,INDUSTRIALS
MALI PRINC D.O.O.,NOT RELEVANT
SAVA D.O.O.,NOT RELEVANT
BAOTIC NEKRETNINE D.O.O.,REAL ESTATE
COTRA D.O.O.,INDUSTRIALS
SUBGROUP DIVERTO,INFORMATION TECHNOLOGY
"ATRIA, D.O.O.",NOT RELEVANT
VIKTORIA FITNESS D.O.O.,NOT RELEVANT
ARBEN D.O.O.,NOT RELEVANT
WIEN D.O.O.,NOT RELEVANT
EURODUHAN D.O.O.,CONSUMER DISCRETIONARY
VRNI D.O.O.,CONSUMER STAPLES
POLICNIK drustvo s ogranicenom,INDUSTRIALS
DVD SLANO,NOT RELEVANT
SCL LOGISTIKA D.O.O.,HEALTH CARE
SPECIJALNA BOLNICA MEDICO,HEALTH CARE
ADROVIC ZDENKO,NOT RELEVANT
ISTRAGRADNJA D.O.O.,NOT RELEVANT
PLIMA D.O.O.,NOT RELEVANT
SUBGROUP PRVO PLINARSKO DRUSTVO,INDUSTRIALS
VODOVOD-OSIJEK D.O.O.,UTILITIES
LUMA RIBARSTVO D.O.O.,CONSUMER STAPLES
SPIDER GRUPA D.O.O.,CONSUMER STAPLES
