name
DP YeMILChYNSKYI LISHOSP APK
"TOV ""Ap Import"""
ZAT Banh i Bonsomer
PP KARTAL PRO
Kronospan Rivne Limited liability c
LLC BIOCHEM-PROM
PP FIRMA BERSHAD AHROPLIUS
TOV Polikom. 
"TOV Vyrobn.pidpryiems.""Ardor-Treid"""
MEHATREID
"TOV ""A.V.T. Hrupp"""
TOV Ahropartner
"TOV ""Favor"""
GROUP Bizon
"TOV ""Ahrokhimichna Kompan.""Vitahro"""
"TOV ""Lantanium"""
DP Solotvynske lisove hospodarstvo
"TOV ""BAIYeR"""
GROUP UKRTEK
TzOV Betonika
TzOV KarpatSmoly
"TOV ""Vodaland Industry"""
ZAT MAKROKHIM
"TOV ""Rozma"""
"MPP ""Spektr"""
GROUP Servisahrokholdynh
BIOFERT LLC
"TOV ""Eliksyr Ukraina"""
"DERZHAVNE PIDPRIIEMSTVO ""SLAVUTSKE"
TOV Arkaplast
"PP ""Vinfort"""
PINIAZEVYTSKYI KARIER
"IARMOLINETSKE LISOHOSP.PIDP-VO ""DE"
TOV Spetstekhosnastka
TATRAFAN LLC
"PrAT ""Pivnichnyi Hirnycho-"
TOV DEBIuT
GROUP Grand-Agro
SYNTRA TREIDINH
KP HRANITNENSKE
PAT Kyivskyi KPK
"TOV ""Likhtner Beton Stryi"""
DP Starosambirske LMH
SUKP DONBASS OIL U VYHLYaDI TOV
GROUP Vidzev
"TOV ""Orhanik Hrein"""
"TOV ""Valter Khemi"""
TOV TH INTERPAP
"PAT ""Ivano-Frankivsktsement"""
KHEKRO PET LTD
"VAT ""Krymsevstil"""
GROUP Agroros
"TOV ""Polissia-2002"""
"TOV ""Torhovyi Dim ""Stepova"""
"TOV """"""""OSTER-TSENTR"""
GROUP Gal-Kat
"TOV ""Polimer-Pak"""
"TOV ""Ahrokhimichna kompan.Hrosdorf"""
TOV SOIuZ-METAL
UKRAVIT SCIENCE PARK LLC 
"TOV ""CHERKAS'KA AGROKHIMICHNA"
GROUP Tsement Ua
"TzOV Klesivs'kyi kar.kopal.""Te"
DP KOROSTYShIVSKE LISOVE HOSPODARST
PAT'TAVRIISKA BUDIVELNA KOMPANIYa'
"TOV ""Andezit M"""
"TOV ""Agrozakhyst Donbas"""
Group Ferrexpo
GROUP Kontsern Lis
"TOV ""AL-PLASTYK"""
GROUP Polirem
"TOV ""Agroskop Ukraina"""
"TOV ""KHK ""Nadra Ukrainy"""
GROUP Faidal Ukr
"TOV ""Silgan Metal Pekedzhyng Brovar"
"TOVP ""POLIMER"""
"TOV ""Mekhanichnyi Zavod"""
Stail-T
VAT Pervomaiskyi karier Hranit
"TOV ""Ahrokhimprodukt"""
"TOV ""HIPSFABRIK HRUP"""
CORTEVA CROP UKRAINE LLC
"DP ""Klavdiievske lisove hospod"""
TOVBIURO-MAKS
"MPPF ""Eridon"""
"TOV ""Kompaniya Lanagra"""
"TOV ""Torhovyi Budynok S.K.S.M."""
GROUP Gaben
KANSAI HELIOS UKRAINE
"TOV ""Rusyniya"""
GROUP Dona
GROUP Debyut
"PAT ""Hranikom"""
"TOV ""Taho Treid"""
GROUP Tekhnokom
"Ppidpryiemstvo""STROIINDUSTRIIA"
TOV IEvroprofil' IUA
PP ELMON - SRETSSERVIS
GROUP Khmelnytskzalizobeton
"PP ""Optima"""
PP BOSENKO EDYARD VASYLIOVYCH
Group Ukrplastic
"TOV ""YUzhspetskonstruktsiya"""
GROUP Ukrahrokom
"TOV ""VTPK"""
TOV 'LUHANSKYI KARTON'
Ferrexpo Yeristovo Mining
POLIREM-TSENTR
GROUP Absoliut-Stal
GROUP Polesadservis
"DP ""Rakhivs'ke Lisove Doslidne"
GROUP Uniplyt
"TOV ""Skhidahrotreid"""
"TOV ""Inter-Syntez"""
"TOV ""Ici Ukraina - Budmaterialy"""
BEREHOMETSKE DERZHAVNE LISO-M
DP KOROSTYShIVSKYI LISHOSP APK
"PP VKP ""AHROPROMKKOMPLEKT"""
Ferrexpo Poltava Mining
GROUP BETONENERGO
"PP ""Adler"""
PAT InHZK
DARY PRIRODY
"TOV ""Vitera Ukraina"""
"LLC ""AGROPOINT SOLUTIONS"""
TOVUKRIUHIMPEKS
"TOV ""Gualapak Ukraina"""
D P CHechelnytske lisove hospodar
GROUP Yusubov
GROUP Karavan
SUBGROUP Kiev Cpm
GROUP Norteks
GROUP Adler
"TOV ""Rian-M"""
TOV'PIK'ENERHO-INVEST'
GROUP Bereg
"TOV ""Maksyma Metal"""
TOV VF VOSTOK-VUGOL' AH
GROUP Dary Prirody
"GROUP ""Korfad"""
"TOV ""Inter-Pak Ukraina"""
"TOV ""Kotlomontazh Zaporizhzhia"""
"PJSC ""KAMET-STEEL"""
"PP ""Bud-Proect"""
GROUP Demarket
SUBGROUP Huala Klozhers Interneshnl
SUBGROUP Ukrpol
PAT Yantsivskyi hranitnyi karyer
"TOV ""Nika Treid Servis"""
GROUP Zip
"PAT ""Berezovytskyi kombinat"
GROUP Olviia
"LLC ""WOOD-LVIV"""
"TOV ""Ahro Kvantum"""
"TOV ""Debiut-tsentr"""
GROUP Malyk
Spilne pidpryiemstvo u formi
"TzOV ""Budservis Ivano-Frankivsk"""
Gostomel Glass Factory OJSC
DP SLOVEChANSKYI LISHOSP
BRODIVSKE DLHP HALSILLIS
SUBGROUP Tekhnolohiia
Derzhavne p-idpryiemstvo Delya
GROUP Dveri Bilorusii
"TOV ""Hran Format"""
"ZAO ""KHApKIVS'KYI PLYTOCHNYI Z-D"""
"TOV ""Kriohenservis"""
GROUP Virs
"TOV ""Zhytomyrskyi kartonnyi kombina"
"TOV ""Numinator"""
DP Horodnyaraiahrolishosp
GROUP Vikant
FOP Dzevitskyi Viktor Mykolaiovych
PAT Tekhnolohiya
"PP ""Ukrhosptovary"""
GROUP Kharelektromet
"VAT ""ABRAZIVNII KOMBINAT"""
GROUP Valkom
SETAB UKRAINA KOMP. KARL.EDBLUM TR
"TOV ""Ahrotreid ND"""
GROUP Budin Torh
Ilyich Iron & Steel Works Of
GROUP Industrial Union
"TOV ""Servisahro-Uman"""
"TOV""DEKOR UKRAINA"""
"PP ""Bilotserkivahrobiznes"""
Kronospan UA TOO
"DP ""VYGODS'KE LISOVE GOSPODARSTVO"""
TOV  HALYCH AHRO-STEK
TDV 'Rivnefarmatsiya'
LIMITED LIABILITY COMPANY TS SWEETO
"TOV ""VVM Treidinh"""
MALYNSKYI KAMENO-DROBYLNYI ZAVOD
UPL UKRAINE LLC
"TOV ""PROFILTEKH"""
PP Prommetr
Kolesnyk Viktor Fedorovych
"DP ""Velykobychkivs'ke Lisove Gosp."""
"TOV ""SYNHENTA"""
TOV RP-HRUP
SUBGROUP Metinvest
TOV 'METAL-PAKSERVIS'
Plastpaip
GROUP Dnirp Hold Kompaniya
LLC Kompaniya Univest
"TOV ""Torhtekhnika Kpk"""
PAT TsHZK
"TOV ""UKR.AGRARNA I KHIM.KOM."""
GROUP Livis
TOV PLANTAGRO
"DP ""Gadyats'ke Lisove Gospodarstvo"""
DP Osmolodske Lisove hospodars
"TOV ""KARPATNAFTOKHIM"""
"PrAT ""Petrykivskyi Rybhosp"""
GROUP Hlobus-Cremia
GROUP Ahrotreid
"Asamer Basaltic Fibers GmbH ""in Liq"
Ferrexpo AG
GROUP Torhtekhnika
"TOV """"Servis-ahrozakhid"""
TOV Sedna Ahro
AZOVSTAL
GROUP Perspektyva
KOMPANIIA IUNIVEST MARKETYNH
"TOV ""DUNAPAK-UKRAINA"""
"TOV ""Krok Vud"""
TOB 'AhroRos'
SURATOV Slavsant
DP Kolomyiskyi lishosp
TOV VAMP
NVF AHROSVIT
"DOCHIRNE PIDPRYEMSTVO ""GRAND"""
"TOV ""Lubens'kyi raiagrostroi"""
DOBRIANSKE LISOVE HOSPODARSTV
"TOV ""Hranpostach Ukraina"""
SUBGROUP Kaparol-Ukraina
