name,industry,frequency
1048 Budapest Sárpatak u. 17-19.,REAL ESTATE,6
"1065 Bp., Révay u. 22. sz.",REAL ESTATE,6
"1066 Budapest, Lovag utca 13. sz.",REAL ESTATE,6
"1090 Budapest IX. ker., Dési Huber",REAL ESTATE,6
11 Entertainment,CONSUMER DISCRETIONARY,6
11 Entertainment Holding a.s.,CONSUMER DISCRETIONARY,6
11. sz. Lakásfenntartó,FINANCIALS,6
1102 Budapest Kolozsvári,REAL ESTATE,6
1104 Budapest X. ker. Szõlõhegy,REAL ESTATE,6
1106 Budapest X. ker. Gyakorló,REAL ESTATE,6
1114 Budapest XI. ker. Hamzsabégi ú,REAL ESTATE,6
"1125. Budapest, Gereben u. 2a sz.",FINANCIALS,6
113-114. sz.,REAL ESTATE,6
113.,REAL ESTATE,6
1138 Budapest XIII. ker. Népfürdõ,REAL ESTATE,6
"1155 Budapest, XV. ker. Rákos út 98",REAL ESTATE,6
1157 Budapest XV. ker. Zsókavár,REAL ESTATE,6
"1157 Budapest, Nyírpalot",REAL ESTATE,6
1204 Budapest XX. ker. Ady Endre ut,REAL ESTATE,6
128. sz.,FINANCIALS,6
1418 sz. Remény,FINANCIALS,6
15. sz. Lakásfenntartó,FINANCIALS,6
18-20.,REAL ESTATE,6
1993 Befektetés Korlátolt,CONSUMER STAPLES,6
2000 KFT. - F.a.,NOT RELEVANT,6
2005 Kereskedelmi és,NOT RELEVANT,6
2009 BEFEKTETÕ,CONSUMER STAPLES,12
"2012 Ajka, Verseny utca 10-16.",REAL ESTATE,6
"2030 Érd, II. ker., Béke tér 8.",REAL ESTATE,6
220volt Magyarország Korlátolt,CONSUMER DISCRETIONARY,6
23. sz. Lakásfenntartó,REAL ESTATE,6
"2890 Tata, Gesztenye fasor 41.",REAL ESTATE,6
3 B Belsõépítészeti Tervezõ Kivitel,NOT RELEVANT,6
3.,FINANCIALS,6
3. sz. Lakásfenntartó,REAL ESTATE,6
3. számú,REAL ESTATE,6
313.,REAL ESTATE,6
314.,REAL ESTATE,6
32.,REAL ESTATE,6
"3B HUNGARIA Ipari, Kereskedelmi",INDUSTRIALS,6
"4220 Hajdúböszörmény, Désány u. 2-1",REAL ESTATE,6
"4400 Nyíregyháza, Vasvári P. u. 41-",REAL ESTATE,6
4Plants Kereskedelmi és,NOT RELEVANT,6
4iG Informatikai Zártkörûen,INFORMATION TECHNOLOGY,6
5-KER,NOT RELEVANT,6
50MW Napenergia Korlátolt,UTILITIES,6
55. sz.,FINANCIALS,6
6,FINANCIALS,6
6 KARÁT '97,NOT RELEVANT,6
66 Felcsut,CONSUMER STAPLES,6
7. A-B,REAL ESTATE,6
7. sz. Lakásfenntartó,FINANCIALS,6
74.,FINANCIALS,6
75 lakásos Társasház Hajdúböszörmén,FINANCIALS,6
8.,FINANCIALS,6
"8060 Mór, 1785 hrsz alatti",REAL ESTATE,6
"8200 Veszprém, Wartha Vince utca 22",REAL ESTATE,6
"8640 Fonyód, Ady E. u. 37",REAL ESTATE,6
90,NOT RELEVANT,6
"9200 Mosonmagyaróvár, Szent István",REAL ESTATE,6
95 Közvetítõ Kereskedelmi és,NOT RELEVANT,6
97 EOOD,INDUSTRIALS,6
97 s.r.o.,INDUSTRIALS,6
99' KERTÉSZETI SZAKTANÁCSADÓ,CONSUMER STAPLES,6
A BETON-VIACOLOR TÉRKÕ Gyártó és Ke,MATERIALS,6
A és TS Kereskedelmi,CONSUMER DISCRETIONARY,6
"A'DIOS-PLUS INGATLANHASZNOSÍTÓ, KER",REAL ESTATE,6
A-33,FINANCIALS,6
A-FAMILY Korlátolt Felelõsségû,INDUSTRIALS,6
A-Híd Építõ,INDUSTRIALS,6
A-K Épitõipari Korlátolt,INDUSTRIALS,6
A.B.CON Üzleti Tanácsadó,NOT RELEVANT,6
A.G.L. TRANSPORT Kereskedelmi és,INDUSTRIALS,6
"A.H.UNIVERSAL-BAU Faüzem, Faipari",CONSUMER DISCRETIONARY,6
"A.L.M. Mezõgazdasági, Húsipari és",CONSUMER STAPLES,6
A.O. SMITH ELEKTROMOS TERMÉK,NOT RELEVANT,6
A.W.B. Consulting Services Limited,FINANCIALS,6
A1 Auto Gyor,CONSUMER DISCRETIONARY,6
A1 Dzéta Projekt,REAL ESTATE,6
A64 Vagyonkezelõ,INDUSTRIALS,6
AAM VEZETÕI INFORMATIKAI TANÁCSADÓ,NOT RELEVANT,6
AB Flow Invest Korlátolt,INDUSTRIALS,6
ABA SZOLGÁLTATÓ,NOT RELEVANT,6
ABAÚJTEJ Tejfelvásárló-Feldolgozó,CONSUMER STAPLES,6
ABB Installációs Készülékek Gyártó,MATERIALS,6
ABC European Air & Sea Cargo Distri,INDUSTRIALS,6
ABCD 2007 Szolgáltató,REAL ESTATE,6
"ABIC Befektetési,",NOT RELEVANT,6
ABILITY PARK A FOGYATÉKOS SZEMÉLYEK,NOT RELEVANT,6
ABLAK,NOT RELEVANT,6
ABLAKCENTRUM,INDUSTRIALS,6
ABM Avia Consulting,REAL ESTATE,6
"ABO HOLDING Vagyonkezelõ Zrt. ""CS.A",FINANCIALS,6
ABO WIND,UTILITIES,6
ABR Recycling Korlátolt,INDUSTRIALS,6
AC-DC Logisztikai Park,NOT RELEVANT,6
ACCELL Hunland Kerékpárgyártó és Ér,CONSUMER DISCRETIONARY,6
ACCOR HotelServices Magyarország,CONSUMER DISCRETIONARY,6
ACKERMANN Market Kereskedelmi és,CONSUMER DISCRETIONARY,6
ACS-GEP,NOT RELEVANT,6
ACTEL TÁVKÖZLÉSI,COMMUNICATIONS,6
ACTIVE-LOG,INDUSTRIALS,6
ACÉLFORMA Acélfeldolgozó és,NOT RELEVANT,6
ACÉLFUTÁR KER. ÉS SZOLG.,NOT RELEVANT,6
"ACÉLHIDAK Gyártó-, Szerelõ-és Mérnö",INDUSTRIALS,6
AD-VESZ KERESKEDELMI,CONSUMER STAPLES,6
ADA Hungária Bútorgyár,CONSUMER DISCRETIONARY,6
"ADACSI FRÍZ FARMER-TEJ TEJTERMELÕ,",NOT RELEVANT,6
ADAcast Könnyûfémöntöde Korlátolt,NOT RELEVANT,6
ADEPTUS MÉRNÖKI ÉPITÕIP.ÉS KER.,INDUSTRIALS,6
ADEPTUS-H Mély- és Magasépítõ,INDUSTRIALS,6
ADIENT MEZOLAK,CONSUMER DISCRETIONARY,6
ADLER-TRANS Nemzetközi,INDUSTRIALS,6
ADM Magyarország Agrár,CONSUMER STAPLES,6
ADMINGROUP SZOLGÁLTATÓ,INDUSTRIALS,6
ADONY-PORT KIKÖTÕ ÉS HAJÓZÁSI,INDUSTRIALS,6
ADR Logistics Szállítmányozási és,INDUSTRIALS,6
ADS Plastic Korlátolt Felelõsségû,MATERIALS,6
ADVANCED Vám és Logisztikai Központ,INDUSTRIALS,6
ADY ENDRE LAKÁS-ÉS GARÁZSFENNTARTÓ,REAL ESTATE,6
ADYVÁROSI GYÓGYSZERÉSZETI,CONSUMER STAPLES,6
AEROMATIC Repülõtér Kereskedelmi,CONSUMER DISCRETIONARY,6
AESCULAP 98 GYÓGYSZERTÁR,CONSUMER STAPLES,6
AFC Karima Építõipari és,INDUSTRIALS,6
AFLO EUROPE Korlátolt Felelõsségû,INDUSTRIALS,6
AG Magyarországi Fióktelep,INDUSTRIALS,6
AG PROCESSING-Magyarország Mezõgazs,CONSUMER STAPLES,6
AGC Glass Hungary,CONSUMER DISCRETIONARY,6
AGORA Budapest Korlátolt,REAL ESTATE,6
